time,SolLith,LitioAndes,LithiumOz
14/07/2018,13474.04908,14656.54435,15263.1144
15/07/2018,13470.64898,14658.94071,15266.86313
16/07/2018,13451.58434,14658.21462,15266.06907
17/07/2018,13466.05555,14645.74986,15258.2503
18/07/2018,13468.26001,14654.35182,15265.6332
19/07/2018,13483.94848,14658.44457,15263.84385
20/07/2018,13480.90354,14667.95642,15273.3995
21/07/2018,13471.63906,14667.35743,15279.71754
22/07/2018,13500.43615,14664.85587,15275.11811
23/07/2018,13506.98532,14681.02592,15294.22442
24/07/2018,13509.99867,14684.34118,15294.15237
25/07/2018,13499.59687,14686.56201,15295.81157
26/07/2018,13496.72305,14676.76257,15286.17795
27/07/2018,13512.0237,14670.93019,15282.3715
28/07/2018,13511.78511,14684.55776,15290.31419
29/07/2018,13530.80006,14689.53495,15292.31403
30/07/2018,13517.26615,14699.42566,15310.88125
31/07/2018,13517.12409,14689.71027,15298.79719
01/08/2018,13512.5584,14697.80386,15302.65011
02/08/2018,13508.3633,14694.13178,15294.34823
03/08/2018,13500.33082,14686.09971,15286.22044
04/08/2018,13526.89273,14680.38927,15278.29372
05/08/2018,13519.04846,14697.59391,15295.60528
06/08/2018,13526.62903,14691.98501,15288.58902
07/08/2018,13532.44669,14699.58099,15295.48361
08/08/2018,13533.77012,14699.11466,15296.47232
09/08/2018,13539.17188,14705.63321,15300.82062
10/08/2018,13543.16138,14714.11817,15308.22361
11/08/2018,13540.8128,14715.78736,15312.39185
12/08/2018,13528.97184,14713.47823,15308.20838
13/08/2018,13527.2239,14701.59374,15308.70958
14/08/2018,13515.83739,14699.63047,15308.64144
15/08/2018,13531.13355,14692.65994,15302.27374
16/08/2018,13522.62059,14704.64811,15312.81235
17/08/2018,13539.69784,14700.27337,15304.22853
18/08/2018,13555.5631,14710.53821,15319.50626
19/08/2018,13548.41725,14720.07401,15332.34523
20/08/2018,13529.18617,14713.55073,15326.92278
21/08/2018,13524.15402,14697.04232,15317.29713
22/08/2018,13527.66378,14688.17414,15313.1749
23/08/2018,13531.35947,14689.21504,15312.96625
24/08/2018,13542.41571,14691.21094,15314.3937
25/08/2018,13535.19611,14697.39654,15321.00483
26/08/2018,13514.71563,14692.63423,15316.981
27/08/2018,13519.11876,14676.97919,15304.27524
28/08/2018,13523.27449,14681.11585,15303.79851
29/08/2018,13511.51529,14683.79282,15311.80416
30/08/2018,13517.20231,14683.40159,15304.54781
31/08/2018,13514.08264,14685.66399,15304.95234
01/09/2018,13508.39642,14682.75094,15307.93138
02/09/2018,13499.85936,14680.51657,15312.12469
03/09/2018,13496.73592,14672.0845,15306.43327
04/09/2018,13502.67499,14669.88588,15304.96026
05/09/2018,13495.74242,14673.94751,15307.82798
06/09/2018,13499.43309,14664.28872,15303.04134
07/09/2018,13487.38062,14667.27708,15303.11928
08/09/2018,13496.50903,14657.1536,15297.31282
09/09/2018,13497.20832,14662.70555,15304.29694
10/09/2018,13492.22745,14662.13691,15305.88373
11/09/2018,13486.67096,14657.44524,15301.8315
12/09/2018,13473.69816,14655.6585,15301.43002
13/09/2018,13469.43848,14648.62595,15291.11506
14/09/2018,13469.62019,14641.05692,15289.75594
15/09/2018,13462.74147,14638.76131,15291.68575
16/09/2018,13454.6643,14632.60682,15286.79323
17/09/2018,13457.71787,14627.19918,15282.75435
18/09/2018,13452.36603,14625.36937,15288.74375
19/09/2018,13433.06622,14620.91453,15287.03674
20/09/2018,13422.32426,14609.01511,15271.31768
21/09/2018,13416.02422,14606.42031,15260.24722
22/09/2018,13433.0439,14600.13701,15250.85436
23/09/2018,13438.19221,14613.58681,15261.11924
24/09/2018,13425.88494,14613.06027,15264.86914
25/09/2018,13418.26092,14607.32192,15251.90505
26/09/2018,13427.97027,14607.76622,15248.72766
27/09/2018,13430.30216,14618.30322,15257.43463
28/09/2018,13422.94733,14622.31461,15258.53827
29/09/2018,13425.3529,14616.91318,15249.06307
30/09/2018,13433.40678,14620.29593,15252.31017
01/10/2018,13446.27076,14626.7714,15255.77395
02/10/2018,13446.23158,14632.65863,15262.87966
03/10/2018,13439.81905,14634.39685,15263.91602
04/10/2018,13437.62947,14628.26509,15257.09348
05/10/2018,13438.94863,14628.56131,15255.04951
06/10/2018,13441.26826,14628.77323,15258.19715
07/10/2018,13423.28515,14635.9957,15261.42527
08/10/2018,13414.18717,14622.5161,15249.42779
09/10/2018,13417.04061,14617.51585,15245.56673
10/10/2018,13428.8376,14613.85679,15245.29381
11/10/2018,13424.1472,14619.91549,15254.0363
12/10/2018,13415.81413,14619.94064,15245.79435
13/10/2018,13399.43858,14613.39188,15238.84441
14/10/2018,13397.5281,14599.43258,15229.81762
15/10/2018,13401.13654,14605.72332,15221.18011
16/10/2018,13391.4088,14607.73035,15226.93395
17/10/2018,13394.18291,14598.85442,15221.83611
18/10/2018,13392.99676,14602.54581,15223.54979
19/10/2018,13392.85195,14600.79075,15222.27238
20/10/2018,13394.80483,14600.72974,15220.88303
21/10/2018,13401.34517,14599.65,15219.35692
22/10/2018,13395.858,14604.76743,15231.00293
23/10/2018,13387.91037,14596.49179,15232.347
24/10/2018,13382.22569,14589.00432,15226.51445
25/10/2018,13395.65806,14583.83864,15221.01582
26/10/2018,13388.78993,14591.14039,15229.01741
27/10/2018,13400.21003,14585.01632,15230.54522
28/10/2018,13406.43195,14592.01003,15238.37154
29/10/2018,13409.62045,14593.85197,15242.6546
30/10/2018,13416.50424,14601.31195,15239.18172
31/10/2018,13419.498,14605.37277,15242.58296
01/11/2018,13424.89933,14609.38142,15248.4112
02/11/2018,13414.39538,14616.19408,15252.49351
03/11/2018,13422.95194,14607.31038,15242.82902
04/11/2018,13407.43572,14612.79071,15248.63139
05/11/2018,13420.66266,14603.63699,15238.41447
06/11/2018,13430.13375,14610.88861,15241.42615
07/11/2018,13436.64937,14618.73193,15245.94781
08/11/2018,13433.77298,14621.15676,15252.41621
09/11/2018,13440.05117,14614.79466,15253.89383
10/11/2018,13453.83799,14618.31718,15255.01789
11/11/2018,13453.93873,14628.96635,15260.78617
12/11/2018,13450.09891,14631.92872,15259.62021
13/11/2018,13457.08897,14629.52319,15253.00554
14/11/2018,13462.69609,14634.28938,15257.08358
15/11/2018,13468.48766,14632.37191,15261.46056
16/11/2018,13465.97671,14640.7866,15265.75358
17/11/2018,13467.92117,14641.32879,15261.67828
18/11/2018,13457.91195,14637.06392,15260.51735
19/11/2018,13466.67726,14626.02036,15256.0301
20/11/2018,13450.73422,14629.3482,15263.8917
21/11/2018,13453.66968,14615.00164,15255.34141
22/11/2018,13458.28871,14616.56085,15255.09768
23/11/2018,13463.39278,14617.31864,15258.59438
24/11/2018,13465.59914,14623.83223,15264.94284
25/11/2018,13467.24882,14625.85253,15267.64944
26/11/2018,13486.74592,14623.35529,15267.44517
27/11/2018,13486.23368,14634.11934,15277.80343
28/11/2018,13497.78994,14634.37201,15272.33549
29/11/2018,13484.20895,14642.31594,15276.04034
30/11/2018,13481.47442,14629.90844,15265.91395
01/12/2018,13470.22705,14630.68558,15258.64869
02/12/2018,13456.3597,14622.1994,15250.32712
03/12/2018,13439.74896,14618.16802,15240.8601
04/12/2018,13431.69771,14603.42157,15230.05654
05/12/2018,13430.56598,14594.16102,15215.79865
06/12/2018,13427.34194,14595.37486,15215.12186
07/12/2018,13430.36502,14597.2325,15212.66697
08/12/2018,13432.64787,14601.83917,15221.29025
09/12/2018,13427.56208,14603.43569,15227.20384
10/12/2018,13421.4437,14598.62386,15216.9722
11/12/2018,13413.45489,14596.78504,15210.63333
12/12/2018,13423.2701,14593.73794,15204.7149
13/12/2018,13421.53013,14599.63949,15219.23425
14/12/2018,13419.92814,14597.59972,15216.29668
15/12/2018,13413.29249,14599.83266,15224.07398
16/12/2018,13417.0057,14593.15846,15221.56776
17/12/2018,13422.98828,14597.57728,15226.11159
18/12/2018,13451.23949,14604.08711,15225.63088
19/12/2018,13455.9895,14622.08529,15243.56103
20/12/2018,13457.03177,14623.68573,15246.06308
21/12/2018,13456.31621,14622.81393,15248.20987
22/12/2018,13448.91784,14623.60441,15249.90294
23/12/2018,13456.91862,14618.75185,15247.23777
24/12/2018,13454.5895,14630.426,15249.99308
25/12/2018,13448.42438,14627.8194,15248.22007
26/12/2018,13422.01063,14623.89619,15241.27739
27/12/2018,13415.2983,14603.59061,15227.31599
28/12/2018,13421.9771,14595.15619,15221.37043
29/12/2018,13425.20741,14598.54863,15231.14013
30/12/2018,13422.15483,14604.50432,15231.07511
31/12/2018,13422.61149,14601.57806,15228.85014
01/01/2019,13429.77048,14603.5899,15230.74695
02/01/2019,13429.56875,14609.61078,15236.20729
03/01/2019,13419.91326,14611.40836,15237.24246
04/01/2019,13416.48153,14606.20335,15227.03827
05/01/2019,13416.94183,14607.19869,15223.80408
06/01/2019,13425.77161,14606.66457,15222.83599
07/01/2019,13423.24611,14613.95849,15224.37677
08/01/2019,13436.11889,14612.39267,15223.31555
09/01/2019,13439.10452,14619.22161,15223.89218
10/01/2019,13448.13468,14615.72822,15225.88861
11/01/2019,13453.58093,14623.90049,15232.57452
12/01/2019,13470.45348,14628.81642,15237.15858
13/01/2019,13458.98692,14641.3754,15248.03788
14/01/2019,13461.78299,14633.61953,15237.79213
15/01/2019,13462.15042,14638.75125,15239.29015
16/01/2019,13467.80429,14637.61375,15241.6996
17/01/2019,13468.38199,14641.55116,15253.8781
18/01/2019,13457.93377,14646.63861,15253.51386
19/01/2019,13458.09988,14639.76428,15245.67127
20/01/2019,13467.9866,14644.34165,15246.47144
21/01/2019,13449.25161,14652.55942,15256.09839
22/01/2019,13448.55666,14646.96202,15244.08399
23/01/2019,13451.83018,14643.17939,15244.26789
24/01/2019,13455.21238,14642.70044,15245.28067
25/01/2019,13446.74503,14641.49574,15239.8046
26/01/2019,13421.75215,14635.05419,15234.52841
27/01/2019,13428.20694,14616.91993,15218.00527
28/01/2019,13439.36753,14622.49351,15219.79303
29/01/2019,13419.00246,14633.42705,15224.59766
30/01/2019,13422.74875,14623.44027,15212.4857
31/01/2019,13423.06745,14628.63541,15214.35384
01/02/2019,13428.81136,14623.68653,15214.35381
02/02/2019,13439.37376,14627.85509,15217.72466
03/02/2019,13446.93896,14637.1873,15223.97667
04/02/2019,13451.94435,14640.62594,15226.44071
05/02/2019,13451.8991,14645.0764,15226.75039
06/02/2019,13447.83763,14644.57067,15230.94528
07/02/2019,13447.32562,14638.34176,15225.65504
08/02/2019,13435.71866,14633.85613,15226.12837
09/02/2019,13450.39639,14623.70241,15218.44621
10/02/2019,13462.76873,14633.99932,15225.6238
11/02/2019,13466.90983,14637.75755,15234.88251
12/02/2019,13475.47857,14642.0453,15240.5741
13/02/2019,13471.09909,14649.52972,15251.84343
14/02/2019,13458.79075,14646.57733,15249.84851
15/02/2019,13453.99052,14638.26663,15236.79075
16/02/2019,13452.54591,14639.59522,15233.07471
17/02/2019,13453.6166,14639.92974,15231.26015
18/02/2019,13443.10205,14640.96351,15230.90143
19/02/2019,13461.02489,14629.76546,15226.01376
20/02/2019,13460.05874,14644.79259,15229.3658
21/02/2019,13456.37859,14636.87413,15230.99096
22/02/2019,13468.06338,14637.33052,15227.07262
23/02/2019,13460.21533,14645.23561,15233.63809
24/02/2019,13448.56481,14642.66901,15228.16588
25/02/2019,13448.12006,14637.8708,15218.52547
26/02/2019,13451.81009,14633.33992,15212.93658
27/02/2019,13456.67811,14635.95279,15218.08864
28/02/2019,13477.08562,14639.94806,15224.69662
01/03/2019,13475.71379,14656.53554,15236.25825
02/03/2019,13481.39386,14654.27468,15236.40245
03/03/2019,13476.79836,14655.87259,15237.05914
04/03/2019,13487.05489,14652.57779,15231.74018
05/03/2019,13480.32518,14660.968,15237.70673
06/03/2019,13479.415,14657.28688,15231.00895
07/03/2019,13476.52189,14657.7544,15232.80835
08/03/2019,13474.83663,14655.99973,15222.69063
09/03/2019,13482.58798,14654.90135,15219.22776
10/03/2019,13475.44138,14657.36174,15223.02963
11/03/2019,13471.63359,14655.73524,15221.81559
12/03/2019,13473.60952,14656.62367,15222.64627
13/03/2019,13478.41864,14658.42716,15223.04246
14/03/2019,13471.17199,14661.27621,15230.69171
15/03/2019,13478.5656,14655.73508,15232.43677
16/03/2019,13490.63852,14656.86883,15233.79752
17/03/2019,13497.05411,14665.64924,15242.06213
18/03/2019,13504.44662,14672.70662,15247.37068
19/03/2019,13508.88817,14680.28203,15255.32888
20/03/2019,13502.36893,14684.23543,15257.50485
21/03/2019,13505.96598,14681.18909,15259.54214
22/03/2019,13510.64133,14685.55671,15263.78096
23/03/2019,13511.30218,14695.39282,15268.05629
24/03/2019,13507.91286,14693.31488,15270.9264
25/03/2019,13498.50514,14690.23294,15266.50966
26/03/2019,13491.14679,14683.56826,15256.90329
27/03/2019,13486.36133,14677.9459,15245.11358
28/03/2019,13491.59606,14672.07634,15243.90006
29/03/2019,13489.92725,14677.14582,15247.66763
30/03/2019,13473.62396,14673.14796,15247.03633
31/03/2019,13481.68174,14665.73075,15234.64916
01/04/2019,13488.8363,14671.63641,15238.88956
02/04/2019,13474.53001,14674.35189,15242.42589
03/04/2019,13476.16682,14667.95047,15230.81918
04/04/2019,13478.68549,14672.6522,15231.33695
05/04/2019,13494.07117,14674.39125,15228.89186
06/04/2019,13501.71383,14681.62795,15237.83851
07/04/2019,13498.88101,14688.19215,15248.46759
08/04/2019,13491.38862,14686.11727,15244.5836
09/04/2019,13503.15532,14679.07001,15242.40452
10/04/2019,13513.41016,14684.98565,15251.04539
11/04/2019,13525.03866,14695.74287,15256.84056
12/04/2019,13536.14576,14705.01362,15259.81624
13/04/2019,13557.03437,14711.00717,15265.76833
14/04/2019,13556.64095,14727.87512,15276.62499
15/04/2019,13554.07065,14726.30493,15277.45761
16/04/2019,13531.48127,14722.09694,15276.0374
17/04/2019,13531.76565,14699.52567,15264.29413
18/04/2019,13546.04546,14703.10492,15265.2914
19/04/2019,13563.20218,14709.51475,15271.74316
20/04/2019,13568.85395,14724.01226,15284.31652
21/04/2019,13552.85338,14729.5682,15286.68701
22/04/2019,13565.39771,14718.29782,15271.58365
23/04/2019,13562.61752,14730.55941,15280.15447
24/04/2019,13560.48727,14728.36671,15280.59337
25/04/2019,13554.19573,14726.19267,15279.30518
26/04/2019,13554.73989,14722.92605,15275.37843
27/04/2019,13561.38749,14721.30661,15275.92411
28/04/2019,13559.71934,14721.24835,15280.94223
29/04/2019,13537.5775,14720.5001,15275.95554
30/04/2019,13538.61127,14705.34601,15262.4382
01/05/2019,13562.37608,14706.23352,15262.89723
02/05/2019,13563.62268,14719.28547,15280.51804
03/05/2019,13570.64688,14718.09591,15283.48173
04/05/2019,13568.30794,14722.71239,15286.2922
05/05/2019,13564.31701,14719.89391,15289.3129
06/05/2019,13574.71614,14717.54168,15287.0127
07/05/2019,13559.66804,14723.58321,15286.32946
08/05/2019,13557.07401,14714.59059,15277.58436
09/05/2019,13562.44109,14710.58371,15277.01974
10/05/2019,13549.8613,14712.95545,15278.92327
11/05/2019,13559.93563,14701.0723,15274.53366
12/05/2019,13578.83145,14707.71753,15280.67474
13/05/2019,13576.95033,14722.69227,15293.64411
14/05/2019,13584.81272,14724.5206,15291.94441
15/05/2019,13585.95535,14731.19687,15292.74016
16/05/2019,13583.60511,14728.89343,15294.79482
17/05/2019,13598.00106,14723.69595,15294.63946
18/05/2019,13608.25562,14736.81099,15309.14248
19/05/2019,13603.9835,14744.44756,15315.11229
20/05/2019,13595.40896,14743.56447,15313.96179
21/05/2019,13591.96969,14742.33376,15311.08459
22/05/2019,13590.25218,14743.04965,15308.82036
23/05/2019,13601.858,14746.02527,15309.23546
24/05/2019,13586.22741,14758.72739,15313.84906
25/05/2019,13580.10182,14748.50372,15303.48685
26/05/2019,13580.21982,14741.26914,15298.90707
27/05/2019,13568.26298,14740.36078,15296.71486
28/05/2019,13580.52537,14731.25882,15288.96528
29/05/2019,13576.99255,14739.97364,15302.16581
30/05/2019,13591.76536,14734.67155,15301.45572
31/05/2019,13610.75651,14746.74985,15317.87294
01/06/2019,13606.20905,14761.44096,15335.23296
02/06/2019,13598.70409,14758.20062,15331.14612
03/06/2019,13583.77467,14755.98342,15328.22329
04/06/2019,13563.84053,14742.0027,15317.14661
05/06/2019,13584.07263,14726.08395,15302.72981
06/06/2019,13580.47379,14742.3448,15318.09662
07/06/2019,13588.50161,14738.9333,15313.61807
08/06/2019,13596.21976,14736.7379,15321.54945
09/06/2019,13605.37404,14745.57872,15326.78246
10/06/2019,13604.85978,14751.04048,15328.24647
11/06/2019,13589.27409,14749.86586,15329.98202
12/06/2019,13598.15485,14736.88984,15323.48776
13/06/2019,13594.91346,14739.63957,15332.5501
14/06/2019,13598.75381,14741.25571,15329.31981
15/06/2019,13599.67818,14742.61806,15330.46664
16/06/2019,13609.71999,14740.52988,15329.5647
17/06/2019,13623.10659,14747.49883,15337.43567
18/06/2019,13628.19029,14754.33843,15347.7008
19/06/2019,13605.44814,14760.14178,15354.87647
20/06/2019,13599.38183,14745.1737,15339.63791
21/06/2019,13608.9214,14739.7528,15331.84229
22/06/2019,13606.54585,14743.3948,15336.91707
23/06/2019,13597.05842,14740.76487,15339.14027
24/06/2019,13594.41216,14735.3243,15329.784
25/06/2019,13582.96149,14735.72305,15325.90582
26/06/2019,13586.85527,14731.79777,15317.50746
27/06/2019,13605.57045,14730.7925,15322.92769
28/06/2019,13606.75968,14743.97082,15332.5228
29/06/2019,13599.99693,14739.86679,15330.62135
30/06/2019,13586.76249,14739.96319,15329.97996
01/07/2019,13591.85321,14728.71687,15321.71815
02/07/2019,13581.07467,14734.78951,15326.3421
03/07/2019,13588.6204,14722.51928,15319.98304
04/07/2019,13580.67581,14726.15237,15327.38063
05/07/2019,13564.51949,14716.84128,15322.4959
06/07/2019,13569.9932,14708.01072,15316.82139
07/07/2019,13574.43825,14708.37908,15324.2248
08/07/2019,13574.41807,14709.33093,15326.81109
09/07/2019,13573.14347,14706.79384,15328.71566
10/07/2019,13580.78746,14699.89369,15324.48042
11/07/2019,13568.85023,14702.71029,15329.06947
12/07/2019,13565.52793,14695.51743,15321.79421
13/07/2019,13559.34995,14692.51348,15318.00907
14/07/2019,13558.84588,14684.87393,15317.01056
15/07/2019,13556.89274,14687.29314,15315.1076
16/07/2019,13564.23601,14688.8063,15313.45206
17/07/2019,13567.85761,14692.20651,15321.33042
18/07/2019,13565.8441,14690.53636,15324.00315
19/07/2019,13569.53116,14691.43235,15320.45703
20/07/2019,13565.64133,14694.89947,15316.12456
21/07/2019,13558.32212,14690.42654,15312.4594
22/07/2019,13553.76768,14681.54622,15306.21807
23/07/2019,13546.92088,14677.59847,15304.5781
24/07/2019,13531.33978,14673.65988,15296.71292
25/07/2019,13524.27417,14666.54777,15289.81677
26/07/2019,13527.54931,14665.69696,15283.64153
27/07/2019,13541.88529,14668.43957,15284.76346
28/07/2019,13551.36835,14680.77756,15292.56647
29/07/2019,13551.89207,14687.11768,15295.60229
30/07/2019,13555.04104,14687.55707,15297.8572
31/07/2019,13548.67608,14691.8169,15297.01398
01/08/2019,13537.49186,14684.73432,15294.53387
02/08/2019,13538.0028,14675.48768,15285.03957
03/08/2019,13534.48165,14673.08126,15285.55761
04/08/2019,13533.33839,14672.46883,15280.87829
05/08/2019,13540.74172,14672.18444,15273.80011
06/08/2019,13546.96092,14680.61648,15276.29892
07/08/2019,13563.11506,14679.93651,15278.0285
08/08/2019,13552.45533,14692.73589,15291.84857
09/08/2019,13557.92645,14684.20284,15287.19317
10/08/2019,13544.0516,14693.32211,15292.00618
11/08/2019,13552.05278,14687.47514,15282.28279
12/08/2019,13561.87246,14688.66439,15284.88032
13/08/2019,13553.73436,14690.24378,15291.25555
14/08/2019,13545.34943,14685.2225,15284.35674
15/08/2019,13537.45835,14681.47885,15275.17994
16/08/2019,13524.55865,14673.5088,15270.19047
17/08/2019,13505.50921,14659.32195,15263.25801
18/08/2019,13510.76259,14644.77092,15250.32632
19/08/2019,13506.98357,14640.32522,15253.3116
20/08/2019,13495.96384,14643.19441,15247.37468
21/08/2019,13484.74271,14635.2892,15240.27463
22/08/2019,13492.96622,14625.68858,15232.00902
23/08/2019,13474.92478,14631.79017,15237.77636
24/08/2019,13468.75147,14621.00477,15225.15188
25/08/2019,13465.39956,14620.42386,15218.55597
26/08/2019,13466.7658,14617.83337,15221.23865
27/08/2019,13459.39104,14619.13425,15226.95492
28/08/2019,13450.40593,14613.54198,15223.15445
29/08/2019,13451.7564,14610.00032,15217.1178
30/08/2019,13445.57629,14607.36599,15218.23359
31/08/2019,13448.18707,14596.57982,15218.02356
01/09/2019,13453.45071,14596.73697,15221.01276
02/09/2019,13445.88031,14604.65537,15225.94678
03/09/2019,13449.58256,14595.19014,15220.76651
04/09/2019,13449.77467,14594.38415,15215.7298
05/09/2019,13435.4658,14595.74674,15217.29324
06/09/2019,13433.29133,14583.98395,15206.55925
07/09/2019,13426.97938,14580.75135,15202.41112
08/09/2019,13441.66067,14570.20863,15193.19651
09/09/2019,13448.41249,14578.77235,15200.79963
10/09/2019,13434.65991,14583.08137,15204.48923
11/09/2019,13431.92152,14574.09392,15192.78704
12/09/2019,13456.91896,14570.70205,15190.26329
13/09/2019,13450.29436,14587.52243,15204.73541
14/09/2019,13453.49997,14583.03756,15195.02589
15/09/2019,13453.9029,14590.91462,15198.30995
16/09/2019,13452.72012,14592.76617,15197.20733
17/09/2019,13464.42278,14594.74178,15191.28247
18/09/2019,13468.37396,14603.11573,15203.38881
19/09/2019,13467.92851,14604.86868,15200.98423
20/09/2019,13476.43528,14606.21727,15199.42751
21/09/2019,13477.53738,14603.99667,15202.51879
22/09/2019,13489.9084,14597.79171,15198.49701
23/09/2019,13493.61988,14609.41425,15205.37826
24/09/2019,13482.97596,14615.05653,15208.58544
25/09/2019,13486.49766,14611.93637,15200.82481
26/09/2019,13479.33268,14608.50314,15200.07282
27/09/2019,13483.06862,14601.26432,15200.41499
28/09/2019,13478.23776,14605.73904,15198.79887
29/09/2019,13465.7447,14601.52946,15193.27417
30/09/2019,13462.98853,14592.84072,15180.94594
01/10/2019,13454.41687,14587.40571,15172.89274
02/10/2019,13450.52382,14580.76713,15163.0793
03/10/2019,13458.36482,14575.62736,15156.16685
04/10/2019,13458.03237,14581.19181,15165.23931
05/10/2019,13461.7299,14584.78918,15164.85635
06/10/2019,13464.58764,14591.01289,15163.81449
07/10/2019,13456.98953,14594.50949,15162.14785
08/10/2019,13461.27666,14586.93492,15159.17496
09/10/2019,13456.82165,14588.39002,15163.7155
10/10/2019,13440.04276,14583.9463,15164.27401
11/10/2019,13429.43705,14571.92891,15159.52658
12/10/2019,13415.15557,14560.00718,15154.03113
13/10/2019,13405.31385,14556.2887,15143.00529
14/10/2019,13402.29371,14553.47884,15143.24842
15/10/2019,13404.05679,14550.22422,15141.35706
16/10/2019,13419.09444,14553.20965,15143.18915
17/10/2019,13419.59284,14564.55185,15157.16774
18/10/2019,13406.75445,14564.11894,15155.59129
19/10/2019,13394.25225,14557.04019,15147.94349
20/10/2019,13408.85215,14552.21119,15138.11536
21/10/2019,13400.38138,14563.5755,15152.24901
22/10/2019,13396.62345,14559.27992,15145.80682
23/10/2019,13397.12718,14560.66406,15146.66708
24/10/2019,13392.13382,14559.87334,15145.1073
25/10/2019,13382.56702,14555.99565,15141.80005
26/10/2019,13382.63025,14551.07189,15138.43954
27/10/2019,13398.76885,14549.96648,15133.83639
28/10/2019,13396.86773,14554.58733,15144.34597
29/10/2019,13395.24426,14551.11121,15144.13471
30/10/2019,13377.2338,14554.44739,15141.44338
31/10/2019,13382.58835,14541.61533,15130.77641
01/11/2019,13381.0113,14550.90054,15137.82145
02/11/2019,13383.65525,14549.43841,15137.36696
03/11/2019,13389.49973,14549.71654,15138.70279
04/11/2019,13388.77601,14554.67395,15141.44754
05/11/2019,13400.07118,14555.80955,15143.66643
06/11/2019,13392.82001,14566.58364,15150.02393
07/11/2019,13378.72036,14561.66458,15147.38905
08/11/2019,13352.56507,14551.34147,15136.05034
09/11/2019,13359.99001,14535.04024,15115.9045
10/11/2019,13364.92225,14539.74071,15120.77097
11/11/2019,13361.47994,14544.07141,15125.23391
12/11/2019,13365.20381,14546.64438,15122.13689
13/11/2019,13357.40512,14547.23617,15122.50049
14/11/2019,13362.326,14550.08725,15115.56447
15/11/2019,13360.98496,14553.49917,15114.9558
16/11/2019,13341.92092,14551.85107,15117.76343
17/11/2019,13338.00423,14537.21698,15101.76241
18/11/2019,13348.9817,14536.6741,15096.39896
19/11/2019,13347.56624,14539.7404,15098.63008
20/11/2019,13351.25848,14537.97204,15095.82284
21/11/2019,13351.18682,14537.93767,15100.95203
22/11/2019,13341.08117,14542.64903,15101.41286
23/11/2019,13341.91377,14540.0463,15095.80583
24/11/2019,13355.77948,14536.32752,15094.25938
25/11/2019,13347.25472,14548.58826,15107.61801
26/11/2019,13354.71896,14539.11051,15102.55102
27/11/2019,13356.35041,14547.95387,15109.05953
28/11/2019,13354.49531,14551.85372,15111.71129
29/11/2019,13344.1111,14556.63186,15106.91184
30/11/2019,13343.78749,14552.02005,15100.903
01/12/2019,13359.27889,14554.06559,15104.14176
02/12/2019,13360.10226,14563.36109,15116.12199
03/12/2019,13354.89798,14566.17628,15116.49495
04/12/2019,13352.13599,14561.46121,15113.37638
05/12/2019,13338.59177,14558.60284,15109.22155
06/12/2019,13336.81785,14550.49256,15104.26802
07/12/2019,13330.80863,14550.33294,15106.72922
08/12/2019,13323.86089,14541.71179,15101.0891
09/12/2019,13327.79167,14534.75095,15096.35927
10/12/2019,13343.15909,14537.83224,15096.28734
11/12/2019,13347.75332,14546.80988,15109.41696
12/12/2019,13331.68271,14549.16886,15110.882
13/12/2019,13337.1089,14534.06929,15099.72727
14/12/2019,13341.11575,14538.33586,15104.35122
15/12/2019,13337.86375,14544.51941,15107.13952
16/12/2019,13344.71425,14542.29392,15101.90486
17/12/2019,13344.31629,14546.6334,15102.59947
18/12/2019,13333.14013,14547.64722,15105.36026
19/12/2019,13328.32151,14537.56735,15095.83273
20/12/2019,13327.6884,14537.35105,15089.91342
21/12/2019,13344.38896,14538.63521,15079.27386
22/12/2019,13331.29299,14547.26651,15093.84195
23/12/2019,13335.20529,14536.25095,15086.77444
24/12/2019,13324.65203,14540.93536,15091.48631
25/12/2019,13322.15605,14535.32992,15086.65992
26/12/2019,13315.1666,14532.31616,15084.21832
27/12/2019,13318.56563,14531.34746,15076.15908
28/12/2019,13319.24086,14534.5512,15080.57906
29/12/2019,13330.98357,14532.28221,15083.22949
30/12/2019,13322.21239,14538.79494,15093.10925
31/12/2019,13329.55365,14526.55473,15086.7043
01/01/2020,13333.03999,14533.3818,15088.6359
02/01/2020,13333.08964,14536.75824,15091.2259
03/01/2020,13321.39714,14534.43141,15095.72803
04/01/2020,13336.33597,14529.55506,15091.30105
05/01/2020,13337.09262,14535.30291,15098.08606
06/01/2020,13330.75805,14536.22191,15097.51307
07/01/2020,13319.30297,14534.20539,15092.89194
08/01/2020,13321.28585,14530.58832,15087.75509
09/01/2020,13323.68331,14524.68863,15084.17539
10/01/2020,13328.6656,14526.83601,15085.64735
11/01/2020,13327.01461,14526.05184,15094.70824
12/01/2020,13308.55171,14525.57264,15090.06957
13/01/2020,13309.55281,14514.8577,15078.65264
14/01/2020,13291.93869,14518.04879,15080.75819
15/01/2020,13293.90464,14502.31861,15071.8673
16/01/2020,13293.94556,14506.33742,15069.94849
17/01/2020,13296.86951,14509.75654,15069.13138
18/01/2020,13284.22269,14512.05008,15069.34521
19/01/2020,13291.68999,14502.47127,15063.35659
20/01/2020,13287.30777,14508.85555,15064.15306
21/01/2020,13294.76917,14512.66182,15061.49251
22/01/2020,13292.79455,14513.95122,15068.60917
23/01/2020,13294.28151,14510.60418,15068.77224
