time,Congo Cobalt,Auric Cobalt,Northern Cobalt Corporation
12/07/2018,2395.294725,2548.064281,2832.084105
13/07/2018,2404.615765,2546.384745,2834.333913
14/07/2018,2404.899782,2553.693595,2838.95604
15/07/2018,2402.26927,2552.079675,2844.976926
16/07/2018,2393.724497,2552.351429,2840.664637
17/07/2018,2399.995536,2547.006844,2837.260982
18/07/2018,2393.472376,2551.300621,2845.706516
19/07/2018,2396.72221,2549.327793,2839.989362
20/07/2018,2393.400924,2552.388622,2846.44288
21/07/2018,2395.629355,2549.921775,2844.988621
22/07/2018,2390.454177,2554.154309,2845.200798
23/07/2018,2392.628376,2548.023176,2841.476309
24/07/2018,2390.294041,2549.800789,2845.838546
25/07/2018,2395.542509,2547.891658,2843.867874
26/07/2018,2397.024136,2551.212123,2837.101793
27/07/2018,2402.995923,2552.306312,2840.14201
28/07/2018,2402.434551,2558.947757,2856.03842
29/07/2018,2402.893065,2562.58557,2851.976334
30/07/2018,2397.846763,2567.254172,2847.694784
31/07/2018,2398.486128,2563.177632,2842.967915
01/08/2018,2397.940575,2564.328151,2845.965336
02/08/2018,2395.872204,2563.630896,2849.969881
03/08/2018,2402.060499,2562.005259,2843.174728
04/08/2018,2412.765965,2566.32773,2841.687707
05/08/2018,2416.823783,2577.592054,2857.64298
06/08/2018,2421.621748,2580.427696,2862.584293
07/08/2018,2419.882163,2580.628425,2868.648807
08/08/2018,2414.897374,2580.228341,2859.516791
09/08/2018,2419.496654,2578.419007,2856.327357
10/08/2018,2414.251856,2579.244417,2864.180314
11/08/2018,2411.476927,2574.13581,2860.393
12/08/2018,2411.788458,2574.561483,2853.024244
13/08/2018,2413.588549,2569.346633,2858.129651
14/08/2018,2418.922948,2568.45621,2857.482652
15/08/2018,2421.915973,2569.175584,2866.588015
16/08/2018,2426.240295,2574.240973,2866.467026
17/08/2018,2426.722111,2579.266019,2870.370047
18/08/2018,2434.812869,2577.845517,2870.560148
19/08/2018,2434.863511,2583.999208,2875.129798
20/08/2018,2436.459276,2586.586575,2874.014911
21/08/2018,2441.698205,2587.774738,2878.821014
22/08/2018,2433.141661,2587.984938,2882.808879
23/08/2018,2442.788327,2585.055529,2876.037183
24/08/2018,2439.948764,2592.75547,2881.357794
25/08/2018,2443.43086,2596.181388,2884.839393
26/08/2018,2441.724799,2602.143524,2882.242924
27/08/2018,2438.322091,2599.990715,2886.270036
28/08/2018,2446.036866,2597.281979,2887.086161
29/08/2018,2442.957529,2602.660212,2887.717344
30/08/2018,2440.553768,2603.888297,2888.308262
31/08/2018,2441.452495,2598.552881,2892.679362
01/09/2018,2435.430631,2600.208909,2886.423812
02/09/2018,2440.78488,2594.126569,2883.404637
03/09/2018,2441.866976,2602.559224,2887.609626
04/09/2018,2443.972203,2602.866658,2878.590561
05/09/2018,2446.724848,2606.559635,2876.905003
06/09/2018,2450.759407,2608.884604,2883.747423
07/09/2018,2442.739669,2607.665801,2898.044406
08/09/2018,2441.608477,2603.241335,2891.67822
09/09/2018,2447.212766,2604.5572,2896.829041
10/09/2018,2449.184285,2610.1916,2896.786986
11/09/2018,2448.200757,2610.651819,2903.010925
12/09/2018,2453.014858,2606.122329,2911.086255
13/09/2018,2454.649607,2611.29793,2909.484283
14/09/2018,2450.183569,2612.261873,2915.053388
15/09/2018,2450.208323,2612.333651,2911.956474
16/09/2018,2454.405399,2612.373809,2915.196122
17/09/2018,2458.482514,2613.247837,2915.318605
18/09/2018,2462.705801,2614.211544,2913.990051
19/09/2018,2462.331814,2618.872128,2913.20782
20/09/2018,2459.986668,2620.008067,2911.667048
21/09/2018,2462.868836,2619.437417,2912.169365
22/09/2018,2457.067748,2623.453882,2912.284345
23/09/2018,2460.02582,2622.772,2905.220075
24/09/2018,2459.988452,2628.197428,2910.932478
25/09/2018,2460.694444,2628.431992,2920.470822
26/09/2018,2460.205378,2629.667616,2923.773239
27/09/2018,2462.556164,2628.749193,2918.663081
28/09/2018,2462.371948,2629.068378,2930.473658
29/09/2018,2464.085587,2625.83069,2929.737436
30/09/2018,2469.141923,2627.969977,2927.312056
01/10/2018,2468.475032,2631.200635,2931.655322
02/10/2018,2475.670292,2634.629114,2939.523498
03/10/2018,2482.794998,2638.793083,2942.82622
04/10/2018,2491.306063,2642.627308,2957.347975
05/10/2018,2495.909859,2646.155347,2968.823792
06/10/2018,2497.720086,2652.530456,2971.410228
07/10/2018,2496.542476,2649.142209,2974.775496
08/10/2018,2493.443843,2646.043405,2980.812693
09/10/2018,2493.793492,2640.533921,2976.404197
10/10/2018,2498.662075,2643.522833,2972.754665
11/10/2018,2500.225976,2645.228479,2974.167254
12/10/2018,2501.7889,2644.942642,2977.309897
13/10/2018,2496.275183,2646.181356,2971.118001
14/10/2018,2499.590851,2642.359127,2962.193894
15/10/2018,2501.099712,2645.855344,2965.387014
16/10/2018,2501.265163,2649.585516,2972.71745
17/10/2018,2506.805906,2653.51183,2966.454311
18/10/2018,2503.119557,2656.541977,2965.620282
19/10/2018,2505.070233,2653.233204,2960.893431
20/10/2018,2497.968096,2655.050257,2962.753029
21/10/2018,2507.6333,2654.512488,2956.289536
22/10/2018,2508.264501,2662.113189,2959.834287
23/10/2018,2509.141906,2664.364541,2956.921627
24/10/2018,2507.139927,2665.252358,2962.594569
25/10/2018,2505.952139,2668.180421,2953.189387
26/10/2018,2506.502633,2665.99615,2952.1367
27/10/2018,2501.600611,2667.075927,2953.457767
28/10/2018,2499.701716,2662.710558,2955.666943
29/10/2018,2497.791612,2661.908345,2953.85816
30/10/2018,2500.558871,2662.69105,2947.113278
31/10/2018,2503.490015,2665.071116,2947.034944
01/11/2018,2498.329362,2663.086904,2948.098891
02/11/2018,2498.947373,2657.558509,2943.597046
03/11/2018,2496.219704,2657.300074,2945.035587
04/11/2018,2501.994559,2657.201806,2949.618582
05/11/2018,2500.347624,2662.667611,2959.211491
06/11/2018,2506.01107,2657.40686,2958.646611
07/11/2018,2510.301125,2662.18842,2964.38548
08/11/2018,2521.99434,2666.953654,2970.489711
09/11/2018,2522.650893,2673.981616,2974.484474
10/11/2018,2524.001573,2674.487451,2978.750582
11/11/2018,2520.951514,2671.937208,2978.988461
12/11/2018,2531.294835,2669.605805,2983.927762
13/11/2018,2529.959145,2672.855201,2992.362631
14/11/2018,2526.926288,2667.633313,2992.225916
15/11/2018,2525.183411,2665.175861,2994.581669
16/11/2018,2523.54045,2666.277981,2990.868671
17/11/2018,2536.125854,2662.101173,2993.632886
18/11/2018,2535.314083,2670.275665,3002.39725
19/11/2018,2530.491715,2667.382703,2996.277567
20/11/2018,2535.813233,2664.006874,2990.148149
21/11/2018,2537.673568,2665.217119,2996.14253
22/11/2018,2536.875632,2667.883053,2995.13144
23/11/2018,2538.061468,2670.941729,2989.376992
24/11/2018,2532.625756,2679.409164,2986.24823
25/11/2018,2540.534802,2672.52953,2982.29627
26/11/2018,2541.371088,2675.28429,2992.903356
27/11/2018,2541.806441,2676.874569,2989.357593
28/11/2018,2546.391153,2678.161837,2991.985509
29/11/2018,2549.798701,2685.143621,2994.096833
30/11/2018,2558.71333,2686.77875,2999.343281
01/12/2018,2554.534684,2695.813614,2999.596556
02/12/2018,2553.849875,2692.366166,2995.342931
03/12/2018,2556.448791,2689.209868,2997.654127
04/12/2018,2557.469201,2690.692419,3003.249533
05/12/2018,2566.835553,2689.719425,2999.289067
06/12/2018,2563.21332,2701.443011,3011.522629
07/12/2018,2563.306907,2697.272731,3010.493473
08/12/2018,2565.607912,2697.102104,3010.156502
09/12/2018,2565.217671,2701.943108,3016.304119
10/12/2018,2571.364917,2703.218477,3018.003047
11/12/2018,2578.454295,2706.134695,3025.049478
12/12/2018,2587.180005,2711.208778,3035.846904
13/12/2018,2592.637047,2720.345424,3041.703506
14/12/2018,2600.243463,2727.854055,3046.305637
15/12/2018,2600.246227,2735.554887,3056.273691
16/12/2018,2603.749402,2732.900758,3065.782991
17/12/2018,2610.4395,2739.068393,3063.518279
18/12/2018,2615.279719,2739.278033,3070.772668
19/12/2018,2612.080771,2743.862026,3064.297677
20/12/2018,2613.53557,2742.396922,3056.560137
21/12/2018,2623.66383,2741.725295,3053.154805
22/12/2018,2624.615024,2747.296685,3059.54968
23/12/2018,2634.087076,2748.852121,3064.295678
24/12/2018,2633.909438,2756.590343,3073.63823
25/12/2018,2633.595809,2757.746464,3065.964135
26/12/2018,2641.36445,2762.326812,3070.532641
27/12/2018,2645.961496,2768.622643,3071.236293
28/12/2018,2647.723781,2771.34971,3077.2421
29/12/2018,2652.01812,2771.013747,3080.960682
30/12/2018,2651.763146,2773.303816,3088.703369
31/12/2018,2657.22307,2772.588181,3086.429076
01/01/2019,2658.090697,2779.200056,3096.783588
02/01/2019,2657.12943,2780.300507,3096.623003
03/01/2019,2660.230805,2781.743543,3093.517806
04/01/2019,2657.713635,2785.524212,3094.697639
05/01/2019,2656.559364,2786.478472,3095.940731
06/01/2019,2658.050709,2785.034402,3085.566573
07/01/2019,2663.855196,2788.828525,3085.928736
08/01/2019,2666.32964,2793.947537,3095.819787
09/01/2019,2665.899835,2795.574977,3103.360727
10/01/2019,2674.038635,2796.552017,3100.100441
11/01/2019,2669.846877,2800.445311,3109.401636
12/01/2019,2667.064823,2796.187312,3106.959839
13/01/2019,2665.712928,2794.565781,3102.779772
14/01/2019,2661.126099,2796.661722,3099.034224
15/01/2019,2663.206477,2797.08855,3098.243552
16/01/2019,2662.227272,2800.573411,3106.515364
17/01/2019,2660.84607,2800.34221,3109.760828
18/01/2019,2666.081195,2797.430124,3109.311221
19/01/2019,2667.904624,2801.244382,3104.304588
20/01/2019,2670.784257,2803.098331,3104.322077
21/01/2019,2670.50151,2804.146172,3108.022983
22/01/2019,2677.669253,2807.413838,3107.312721
23/01/2019,2672.036952,2814.303957,3109.343709
24/01/2019,2670.751111,2813.325833,3110.976408
25/01/2019,2667.183382,2811.239692,3114.742282
26/01/2019,2663.147447,2808.189727,3108.180976
27/01/2019,2660.560591,2807.583502,3108.575484
28/01/2019,2657.604242,2804.068757,3111.917776
29/01/2019,2662.968212,2802.432552,3111.078467
30/01/2019,2657.172811,2803.858295,3117.875164
31/01/2019,2648.313175,2801.903732,3113.981326
01/02/2019,2648.305221,2795.413685,3120.550305
02/02/2019,2649.663771,2795.303725,3116.554855
03/02/2019,2648.088657,2798.483813,3120.140821
04/02/2019,2651.519566,2796.654654,3119.708274
05/02/2019,2651.402959,2799.123458,3132.295103
06/02/2019,2653.093811,2796.82368,3127.225299
07/02/2019,2650.530103,2796.675015,3126.901153
08/02/2019,2647.540247,2795.147428,3119.889027
09/02/2019,2646.098553,2789.826693,3122.919692
10/02/2019,2638.276512,2788.064556,3122.22832
11/02/2019,2638.0555,2786.899411,3120.723987
12/02/2019,2636.461161,2791.097776,3124.488418
13/02/2019,2640.457766,2792.307151,3126.72931
14/02/2019,2641.914216,2795.565971,3123.99895
15/02/2019,2640.6946,2796.872573,3126.442778
16/02/2019,2636.404998,2796.863884,3131.717118
17/02/2019,2633.641205,2800.645434,3122.9629
18/02/2019,2634.894328,2797.888291,3120.652057
19/02/2019,2636.061832,2797.354094,3127.211368
20/02/2019,2637.866414,2792.324566,3126.341517
21/02/2019,2637.178979,2790.874623,3123.947708
22/02/2019,2636.589967,2791.452165,3125.228003
23/02/2019,2638.100463,2790.749418,3126.874945
24/02/2019,2635.126989,2789.917252,3128.378136
25/02/2019,2639.080179,2791.633853,3120.025044
26/02/2019,2634.863098,2789.696431,3116.010038
27/02/2019,2639.179452,2785.17615,3115.438771
28/02/2019,2633.266012,2789.962984,3120.472868
01/03/2019,2631.899629,2783.393127,3116.497404
02/03/2019,2631.0916,2782.023599,3116.027654
03/03/2019,2627.606178,2780.181021,3114.519509
04/03/2019,2623.903087,2777.858305,3111.62584
05/03/2019,2619.536517,2777.670553,3110.756594
06/03/2019,2624.19007,2775.674132,3106.580132
07/03/2019,2628.037114,2777.140874,3109.381466
08/03/2019,2631.471042,2782.992796,3110.567712
09/03/2019,2632.751553,2789.657831,3117.639176
10/03/2019,2631.837645,2790.219168,3120.733841
11/03/2019,2632.142114,2788.254315,3122.520891
12/03/2019,2626.817143,2787.501151,3118.433675
13/03/2019,2625.707417,2781.14509,3116.026371
14/03/2019,2620.548798,2779.381708,3113.384113
15/03/2019,2617.198312,2775.662057,3104.156931
16/03/2019,2617.972759,2772.649082,3102.828325
17/03/2019,2617.764537,2771.257317,3112.600532
18/03/2019,2614.606651,2771.955576,3105.886554
19/03/2019,2604.624288,2774.284681,3102.375607
20/03/2019,2600.408921,2766.662454,3098.809828
21/03/2019,2598.373371,2765.034408,3097.713528
22/03/2019,2589.911662,2766.029886,3092.053236
23/03/2019,2583.065897,2758.191901,3079.0196
24/03/2019,2586.037224,2753.032293,3073.977947
25/03/2019,2580.295597,2756.801506,3074.993483
26/03/2019,2583.21234,2753.049018,3072.902223
27/03/2019,2588.803962,2758.480631,3076.937945
28/03/2019,2590.947598,2763.265744,3071.517919
29/03/2019,2591.652678,2765.520445,3070.235086
30/03/2019,2587.877185,2765.911702,3065.419996
31/03/2019,2583.971901,2760.843534,3059.107913
01/04/2019,2587.486519,2756.674419,3060.034982
02/04/2019,2584.541626,2759.643009,3058.250804
03/04/2019,2586.001714,2757.691823,3058.012414
04/04/2019,2588.589454,2760.260404,3065.544346
05/04/2019,2584.713415,2762.123682,3077.267784
06/04/2019,2579.498058,2761.704932,3079.99012
07/04/2019,2575.980099,2760.355616,3079.564199
08/04/2019,2579.36486,2760.623255,3080.077531
09/04/2019,2580.799448,2764.504048,3075.277863
10/04/2019,2574.256564,2760.718128,3080.169652
11/04/2019,2573.729696,2756.050805,3071.278158
12/04/2019,2571.621145,2754.856502,3070.764154
13/04/2019,2567.905963,2754.658555,3067.664327
14/04/2019,2566.082139,2751.65138,3064.778956
15/04/2019,2569.84595,2749.821297,3062.06905
16/04/2019,2566.606641,2746.319717,3069.630381
17/04/2019,2563.458597,2744.073094,3062.566819
18/04/2019,2565.337405,2742.764601,3055.248919
19/04/2019,2554.743466,2742.210176,3055.424838
20/04/2019,2549.400849,2733.301606,3048.144259
21/04/2019,2545.055012,2729.61422,3037.916327
22/04/2019,2551.243601,2726.982194,3037.487262
23/04/2019,2547.330962,2729.252598,3039.546663
24/04/2019,2544.724113,2722.513497,3036.691232
25/04/2019,2539.534485,2720.620749,3033.028741
26/04/2019,2537.288311,2719.451891,3031.878222
27/04/2019,2531.851401,2718.242888,3030.49845
28/04/2019,2534.014264,2711.079916,3026.628855
29/04/2019,2530.15845,2713.238474,3036.044739
30/04/2019,2528.949532,2710.152828,3031.935093
01/05/2019,2530.077843,2706.566118,3037.377262
02/05/2019,2527.109998,2709.550868,3036.889574
03/05/2019,2523.330265,2711.431391,3027.023208
04/05/2019,2517.94096,2707.10702,3034.346989
05/05/2019,2518.548365,2700.833793,3029.356585
06/05/2019,2515.846051,2698.45588,3033.622962
07/05/2019,2508.348265,2692.459325,3025.331507
08/05/2019,2501.371622,2691.559484,3021.554689
09/05/2019,2499.143061,2681.544665,3015.450293
10/05/2019,2493.76846,2680.355552,3008.65217
11/05/2019,2489.230416,2679.335982,2996.920416
12/05/2019,2487.490299,2675.52118,2990.691288
13/05/2019,2489.911092,2674.031138,2990.647521
14/05/2019,2492.42499,2676.590955,2998.224006
15/05/2019,2488.177035,2674.219685,2997.201103
16/05/2019,2489.873749,2672.361484,2990.666335
17/05/2019,2486.001603,2674.678662,2992.603246
18/05/2019,2485.501969,2671.9578,2991.944073
19/05/2019,2484.450534,2672.192197,2987.304682
20/05/2019,2480.173372,2668.725225,2989.727602
21/05/2019,2478.83195,2661.800241,2982.49737
22/05/2019,2472.353758,2661.239435,2984.243388
23/05/2019,2471.594681,2655.579488,2977.851497
24/05/2019,2462.731887,2652.79955,2979.270859
25/05/2019,2454.968175,2641.116534,2971.901542
26/05/2019,2461.752791,2635.052558,2965.598315
27/05/2019,2455.561606,2641.360117,2969.539432
28/05/2019,2453.213953,2634.703483,2961.882412
29/05/2019,2455.014362,2635.769273,2956.61824
30/05/2019,2451.13692,2632.810446,2963.670431
31/05/2019,2446.279605,2634.209218,2955.582595
01/06/2019,2444.465615,2632.927886,2954.684892
02/06/2019,2446.112555,2628.947742,2957.453162
03/06/2019,2444.084177,2628.682525,2954.7035
04/06/2019,2441.07972,2630.8635,2947.120376
05/06/2019,2438.252393,2625.417011,2940.830671
06/06/2019,2435.660279,2624.383874,2944.47046
07/06/2019,2429.565771,2622.660476,2945.18813
08/06/2019,2430.156909,2618.486177,2940.203034
09/06/2019,2428.905463,2617.169706,2939.29409
10/06/2019,2430.06634,2614.673677,2940.018475
11/06/2019,2436.647881,2617.691791,2946.57737
12/06/2019,2427.347034,2621.269051,2952.321587
13/06/2019,2423.116766,2616.167152,2942.208731
14/06/2019,2417.701136,2610.730137,2941.87948
15/06/2019,2412.936957,2608.54882,2939.438491
16/06/2019,2408.479432,2605.259766,2929.351963
17/06/2019,2409.348042,2601.444921,2923.366574
18/06/2019,2402.745524,2600.234182,2923.932067
19/06/2019,2400.131529,2594.833256,2925.247176
20/06/2019,2394.442765,2593.980109,2929.906884
21/06/2019,2398.726427,2587.461502,2920.260088
22/06/2019,2397.609075,2587.301256,2922.897465
23/06/2019,2393.319731,2585.594024,2924.282916
24/06/2019,2400.032258,2578.684645,2923.637518
25/06/2019,2401.020322,2587.008372,2927.463256
26/06/2019,2399.620027,2587.670542,2924.726906
27/06/2019,2397.705746,2587.083032,2932.557962
28/06/2019,2390.92786,2585.554966,2922.167607
29/06/2019,2383.364017,2583.657856,2919.133251
30/06/2019,2382.1257,2575.842357,2911.092252
01/07/2019,2393.511527,2576.111111,2910.997538
02/07/2019,2395.055625,2585.563625,2913.520294
03/07/2019,2399.042923,2588.641772,2922.810552
04/07/2019,2403.36735,2590.503511,2923.179937
05/07/2019,2400.963055,2589.827657,2924.252943
06/07/2019,2404.125176,2583.847068,2921.308463
07/07/2019,2404.156766,2584.035323,2927.229738
08/07/2019,2404.005323,2585.155754,2930.388808
09/07/2019,2402.843218,2583.74734,2927.842859
10/07/2019,2403.070129,2582.90585,2931.130136
11/07/2019,2405.997138,2580.24206,2938.777527
12/07/2019,2404.555922,2581.160944,2939.411655
13/07/2019,2408.111,2579.722896,2932.518833
14/07/2019,2408.570202,2583.87995,2940.801742
15/07/2019,2411.858273,2584.210575,2938.296292
16/07/2019,2407.915218,2587.122984,2946.668036
17/07/2019,2407.260946,2583.735066,2947.399637
18/07/2019,2405.44119,2588.035074,2943.298309
19/07/2019,2406.805706,2586.815847,2948.277222
20/07/2019,2412.168658,2587.31789,2946.39152
21/07/2019,2414.881125,2590.633318,2944.671734
22/07/2019,2417.500288,2593.52337,2941.979354
23/07/2019,2422.81226,2595.527048,2941.03707
24/07/2019,2428.17643,2597.882125,2944.155341
25/07/2019,2425.505998,2602.642848,2954.243348
26/07/2019,2428.855098,2601.259734,2947.897181
27/07/2019,2425.886557,2603.13164,2951.700476
28/07/2019,2426.948133,2601.302273,2950.810432
29/07/2019,2430.388675,2601.718147,2955.21559
30/07/2019,2437.589823,2605.903178,2956.801887
31/07/2019,2434.120042,2610.944761,2973.614845
01/08/2019,2435.141181,2608.952799,2967.932397
02/08/2019,2429.638909,2610.703649,2969.971447
03/08/2019,2423.542363,2607.504134,2967.235197
04/08/2019,2429.972766,2605.618493,2962.17236
05/08/2019,2437.418103,2608.562238,2961.598861
06/08/2019,2431.219403,2614.05818,2964.858267
07/08/2019,2430.328216,2610.890634,2963.293822
08/08/2019,2427.297975,2614.130228,2962.257568
09/08/2019,2427.692937,2612.940309,2967.950226
10/08/2019,2428.420959,2612.567408,2967.077139
11/08/2019,2432.250439,2612.318566,2958.41598
12/08/2019,2434.858534,2612.954799,2960.116156
13/08/2019,2439.76506,2612.890705,2967.04949
14/08/2019,2439.945803,2612.12635,2965.344423
15/08/2019,2446.460396,2611.303566,2960.735481
16/08/2019,2448.93846,2618.26301,2963.68627
17/08/2019,2446.751409,2623.316232,2961.596929
18/08/2019,2455.499147,2622.935551,2956.135731
19/08/2019,2461.860515,2631.575348,2969.318596
20/08/2019,2460.85382,2638.505936,2969.388625
21/08/2019,2455.893184,2638.954775,2967.219983
22/08/2019,2457.208301,2635.918673,2969.468045
23/08/2019,2461.667032,2634.388114,2961.770938
24/08/2019,2461.272548,2641.206524,2959.835489
25/08/2019,2467.09225,2646.351195,2953.584828
26/08/2019,2463.166681,2649.524083,2962.20604
27/08/2019,2462.417168,2648.81757,2951.247113
28/08/2019,2457.99544,2648.696557,2952.830441
29/08/2019,2465.48514,2643.317119,2963.008
30/08/2019,2461.199795,2647.13972,2974.118398
31/08/2019,2458.101352,2648.991124,2975.122204
01/09/2019,2461.606522,2644.091424,2973.425444
02/09/2019,2459.367227,2645.575732,2979.302853
03/09/2019,2455.460378,2644.624602,2977.244639
04/09/2019,2457.568529,2644.15553,2973.842241
05/09/2019,2458.844495,2646.210905,2975.659852
06/09/2019,2455.329413,2651.095467,2984.032173
07/09/2019,2452.400573,2647.210923,2981.150995
08/09/2019,2452.006907,2645.234111,2975.803418
09/09/2019,2456.028028,2645.619991,2977.379512
10/09/2019,2464.350405,2643.624438,2971.429287
11/09/2019,2465.294721,2652.746927,2980.711703
12/09/2019,2461.428066,2651.765347,2982.264369
13/09/2019,2467.304879,2649.7699,2983.569887
14/09/2019,2464.211095,2653.55538,2992.12085
15/09/2019,2465.054186,2659.535402,2987.590284
16/09/2019,2459.142702,2661.313069,2994.40939
17/09/2019,2460.734097,2660.700185,2991.964679
18/09/2019,2460.914091,2661.797019,2991.776355
19/09/2019,2465.389995,2661.504127,2989.486861
20/09/2019,2465.399236,2661.081069,2994.262118
21/09/2019,2460.672228,2659.267131,2996.297953
22/09/2019,2466.467743,2657.97778,3000.021277
23/09/2019,2461.175497,2661.442603,3001.037555
24/09/2019,2462.761514,2657.764546,2996.954328
25/09/2019,2468.357171,2657.437617,2997.16136
26/09/2019,2469.857102,2662.712851,3000.931362
27/09/2019,2467.426455,2662.245877,2999.367388
28/09/2019,2473.220952,2661.142174,2994.853398
29/09/2019,2474.583768,2663.505854,2995.461075
30/09/2019,2476.454608,2660.070346,3001.726344
01/10/2019,2475.83859,2661.347236,2998.746686
02/10/2019,2477.975437,2659.566996,3000.813321
03/10/2019,2476.71378,2663.118921,3003.364751
04/10/2019,2479.86226,2658.516549,3002.343491
05/10/2019,2481.369502,2659.234573,2995.702506
06/10/2019,2483.392199,2660.775059,2999.717347
07/10/2019,2479.77849,2659.55979,3002.310802
08/10/2019,2480.800146,2659.565072,3006.007305
09/10/2019,2484.962526,2659.59559,3000.217173
10/10/2019,2485.397482,2660.313865,3006.586023
11/10/2019,2490.864646,2659.880015,3003.533359
12/10/2019,2490.199434,2663.600626,3011.256995
13/10/2019,2491.327746,2662.728463,3010.304745
14/10/2019,2494.553075,2663.94527,3008.636742
15/10/2019,2486.935995,2666.964453,3004.273616
16/10/2019,2481.637722,2663.871731,3002.386908
17/10/2019,2489.887243,2655.10662,2999.177897
18/10/2019,2492.248639,2663.237268,3010.695034
19/10/2019,2491.304959,2667.979393,3010.212694
20/10/2019,2492.485655,2663.270633,3009.281008
21/10/2019,2489.34894,2664.715845,3005.83563
22/10/2019,2487.831799,2666.025872,3002.599566
23/10/2019,2485.609305,2663.89839,2996.397744
24/10/2019,2494.150309,2660.012491,2991.229853
25/10/2019,2498.985318,2669.142496,2996.3689
26/10/2019,2500.014044,2675.826619,3001.840972
27/10/2019,2499.126174,2675.216952,2998.25499
28/10/2019,2506.566705,2674.225889,2997.009838
29/10/2019,2509.936995,2683.550808,3003.294486
30/10/2019,2512.226457,2687.593599,3001.571329
31/10/2019,2515.520467,2692.249928,3002.780618
01/11/2019,2522.979925,2696.259758,3009.14736
02/11/2019,2523.172019,2703.170174,3014.144163
03/11/2019,2525.091704,2703.522635,3008.805043
04/11/2019,2519.67766,2704.824553,3015.871194
05/11/2019,2515.480776,2703.874449,3015.546063
06/11/2019,2507.759031,2700.375406,3010.671977
07/11/2019,2507.893894,2697.663812,3018.939622
08/11/2019,2508.096221,2697.104873,3013.889933
09/11/2019,2505.417525,2696.971569,3011.660756
10/11/2019,2499.964824,2697.953425,2999.979896
11/11/2019,2500.83743,2692.12968,2996.908881
12/11/2019,2498.979839,2694.706617,2997.236823
13/11/2019,2497.549977,2695.929557,2995.541674
14/11/2019,2495.448342,2692.307177,2990.843681
15/11/2019,2491.427615,2688.075115,2991.397401
16/11/2019,2494.466464,2684.150241,2989.417127
17/11/2019,2494.865582,2686.037564,2994.366606
18/11/2019,2497.55981,2685.766949,2989.149799
19/11/2019,2500.854196,2693.351911,2992.19555
20/11/2019,2505.945005,2697.621152,3000.097131
21/11/2019,2506.916229,2701.073127,3008.379992
22/11/2019,2505.217847,2703.153633,3009.223271
23/11/2019,2497.460841,2703.078602,3003.408678
24/11/2019,2501.010797,2698.234866,2995.78711
25/11/2019,2501.604758,2703.748727,3004.500679
26/11/2019,2497.351113,2707.334204,3013.480915
27/11/2019,2494.780408,2704.528163,3018.000107
28/11/2019,2497.830313,2697.676634,3015.414994
29/11/2019,2489.769274,2702.827965,3020.658363
30/11/2019,2492.604624,2701.615704,3012.605718
01/12/2019,2487.805723,2703.644951,3003.657123
02/12/2019,2489.049972,2700.609266,2999.084934
03/12/2019,2486.137482,2702.44261,3002.160647
04/12/2019,2491.129618,2699.261098,2998.756107
05/12/2019,2492.409177,2701.338629,3001.508498
06/12/2019,2489.936256,2702.075452,2997.639468
07/12/2019,2492.75325,2701.597243,2994.06553
08/12/2019,2496.348231,2707.995447,2990.742555
09/12/2019,2493.604721,2710.426514,3002.828433
10/12/2019,2494.311914,2705.191401,3006.604867
11/12/2019,2498.772038,2708.227456,3008.777285
12/12/2019,2505.733177,2710.059974,3011.435803
13/12/2019,2505.046176,2713.660366,3018.721449
14/12/2019,2508.298101,2716.737223,3013.18203
15/12/2019,2514.071746,2720.847442,3009.878902
16/12/2019,2507.020107,2724.618902,3016.691624
17/12/2019,2514.944749,2718.075913,3009.925591
18/12/2019,2511.410138,2722.520639,3020.612295
19/12/2019,2516.712184,2718.870377,3018.910376
20/12/2019,2510.229555,2721.053102,3019.221641
21/12/2019,2506.502443,2716.397868,3010.832517
22/12/2019,2504.612743,2715.495708,3017.169718
23/12/2019,2507.695431,2717.193086,3014.605311
24/12/2019,2512.432627,2722.752516,3017.539527
25/12/2019,2514.560299,2723.950874,3027.19703
26/12/2019,2515.800747,2727.03127,3028.521578
27/12/2019,2521.953319,2726.425266,3037.144887
28/12/2019,2527.903691,2731.771578,3041.541437
29/12/2019,2531.755262,2735.294246,3053.098498
30/12/2019,2533.518997,2738.270892,3050.02336
31/12/2019,2538.350055,2738.722468,3052.557343
01/01/2020,2541.664857,2744.960013,3060.109717
02/01/2020,2542.930228,2748.136099,3067.889407
03/01/2020,2542.632198,2752.832128,3061.31289
04/01/2020,2543.876515,2752.880931,3055.739069
05/01/2020,2537.383916,2755.200054,3054.076704
06/01/2020,2531.515892,2744.039037,3053.902642
07/01/2020,2537.287575,2740.819939,3051.144583
08/01/2020,2536.046014,2746.195999,3049.721602
09/01/2020,2542.644614,2744.201439,3046.931939
10/01/2020,2540.869798,2749.871793,3056.612464
11/01/2020,2535.065979,2749.451274,3055.477086
12/01/2020,2538.521751,2747.44261,3051.631723
13/01/2020,2537.602167,2748.59045,3049.729981
14/01/2020,2538.032889,2747.972124,3049.971491
15/01/2020,2528.813387,2746.878477,3052.840212
16/01/2020,2532.299562,2741.161824,3045.417556
17/01/2020,2528.683571,2742.412271,3050.116436
18/01/2020,2520.80356,2736.645861,3047.669018
19/01/2020,2523.246689,2735.612584,3044.427901
20/01/2020,2525.439117,2737.492253,3043.261927
