,East Metal Co.,Sakura Steelworks,Black Forest Steel Co.
2028-03-01,657.068,789.0078,813.25134
2028-03-02,657.068,789.0078,813.01294
2028-03-03,657.068,788.93134,812.8732
2028-03-04,657.068,788.918,813.02045
2028-03-05,656.98236,789.23425,813.3358
2028-03-06,657.36316,788.2329,812.49646
2028-03-07,657.36316,789.27594,812.32935
2028-03-08,656.8307,789.47174,812.4411
2028-03-09,656.8307,788.42145,812.98566
2028-03-10,656.8307,788.51086,813.1668
2028-03-11,657.5505,788.51086,813.1125
2028-03-12,657.8507,788.9805,813.1125
2028-03-13,657.9109,789.17633,813.7164
2028-03-14,657.9109,788.2714,814.3206
2028-03-15,658.24603,789.2079,814.462
2028-03-16,657.87164,788.9307,814.1275
2028-03-17,658.24817,788.74695,814.1275
2028-03-18,658.21954,789.1559,814.1293
2028-03-19,658.21954,789.5698,814.1973
2028-03-20,657.8004,789.5698,813.7127
2028-03-21,657.6931,789.31934,813.7545
2028-03-22,658.45764,789.31934,813.574
2028-03-23,657.38983,789.04517,813.574
2028-03-24,656.8139,788.78784,813.4546
2028-03-25,657.45184,788.1266,813.0747
2028-03-26,658.0963,787.50964,813.0443
2028-03-27,657.61816,786.6752,812.86066
2028-03-28,656.8612,787.3344,812.4404
2028-03-29,657.3553,787.2831,812.1144
2028-03-30,658.9982,787.46625,813.6049
2028-03-31,660.6146,787.46625,814.73615
2028-04-01,661.9302,787.3821,815.84393
2028-04-02,663.56604,786.845,815.66064
2028-04-03,663.63214,786.92456,815.60815
2028-04-04,665.4689,787.4296,815.8711
2028-04-05,666.67303,786.9753,815.8901
2028-04-06,667.3582,787.5139,815.8311
2028-04-07,666.63904,787.13873,816.1103
2028-04-08,665.9145,787.1649,816.00397
2028-04-09,665.9443,787.26855,816.00397
2028-04-10,665.57416,788.4986,816.1845
2028-04-11,663.85034,789.82556,815.5942
2028-04-12,662.8774,789.5626,815.89746
2028-04-13,662.8025,789.73865,815.7894
2028-04-14,662.6166,790.8518,815.91235
2028-04-15,662.50555,791.5611,815.9512
2028-04-16,662.50555,792.66907,815.9512
2028-04-17,662.50555,793.7811,816.26337
2028-04-18,663.2339,793.8964,816.09283
2028-04-19,663.595,795.00653,815.94055
2028-04-20,663.7769,794.7107,815.94055
2028-04-21,663.322,796.17017,815.9949
2028-04-22,664.01166,797.784,815.9949
2028-04-23,665.0762,797.6314,816.33417
2028-04-24,666.2609,798.37994,816.5598
2028-04-25,666.2469,799.6888,816.5598
2028-04-26,665.85974,800.3664,816.4429
2028-04-27,665.0041,801.35095,816.8961
2028-04-28,664.6198,800.835,816.9454
2028-04-29,663.67377,801.1659,817.307
2028-04-30,663.2354,801.95807,818.28595
2028-05-01,663.34644,802.4114,819.931
2028-05-02,663.34644,802.8672,821.73395
2028-05-03,664.8723,803.049,823.01465
2028-05-04,666.22156,803.6939,825.25494
2028-05-05,667.22363,804.06177,827.35156
2028-05-06,667.4476,804.75684,828.9873
2028-05-07,669.39734,804.62115,831.2582
2028-05-08,672.24023,804.8395,831.48303
2028-05-09,675.26886,804.85046,831.5017
2028-05-10,676.2939,805.2656,831.7386
2028-05-11,676.4851,807.0769,832.15826
2028-05-12,678.8167,807.5404,833.54517
2028-05-13,679.35504,806.72565,835.3612
2028-05-14,679.0281,806.72565,836.0491
2028-05-15,679.27203,807.2822,837.05115
2028-05-16,679.0159,807.5566,837.3511
2028-05-17,679.4221,807.6026,837.64087
2028-05-18,680.8771,807.56757,838.4675
2028-05-19,682.4101,807.9234,838.08954
2028-05-20,683.9438,808.2008,838.0944
2028-05-21,684.7044,808.5848,838.40753
2028-05-22,686.3285,809.79736,838.4629
2028-05-23,688.83936,810.2475,838.1814
2028-05-24,689.79865,810.552,838.3641
2028-05-25,689.2882,810.42834,838.1814
2028-05-26,690.0463,811.12994,838.0429
2028-05-27,690.3404,812.43744,838.3641
2028-05-28,691.30566,812.95984,837.8602
2028-05-29,690.4903,813.68317,838.948
2028-05-30,692.4187,814.18414,839.0968
2028-05-31,695.17487,814.8916,840.07214
2028-06-01,698.29034,815.9918,841.10626
2028-06-02,699.56506,816.7454,842.0118
2028-06-03,699.36755,816.5033,842.8532
2028-06-04,697.20135,816.5343,845.52606
2028-06-05,696.9841,816.3666,844.5898
2028-06-06,697.13043,816.0678,845.7995
2028-06-07,697.70734,816.0126,845.5424
2028-06-08,697.28394,815.98535,844.48486
2028-06-09,698.7736,816.12976,846.15424
2028-06-10,698.9754,816.3975,847.0067
2028-06-11,697.58636,816.47394,847.3735
2028-06-12,697.467,816.22424,847.0396
2028-06-13,699.55725,816.07983,847.1483
2028-06-14,701.7678,816.9527,848.25476
2028-06-15,701.73145,818.381,852.6851
2028-06-16,701.82623,818.59576,852.26044
2028-06-17,701.878,818.51807,853.0137
2028-06-18,701.7832,818.04663,853.1483
2028-06-19,701.7263,818.0849,853.1397
2028-06-20,702.6126,817.5915,853.6071
2028-06-21,704.02545,817.6171,853.3387
2028-06-22,704.5232,817.75116,853.23785
2028-06-23,706.96375,818.4125,853.19086
2028-06-24,709.7783,818.4834,851.72107
2028-06-25,711.8123,818.3099,851.6955
2028-06-26,715.33234,818.8544,851.2853
2028-06-27,716.53436,818.7861,851.6058
2028-06-28,716.341,818.7861,851.2167
2028-06-29,717.4356,818.55005,851.53326
2028-06-30,717.4078,818.69696,851.69183
2028-07-01,718.18225,818.4487,851.2885
2028-07-02,717.89417,818.2253,851.37036
2028-07-03,720.87146,818.09735,851.33234
2028-07-04,719.639,818.09735,851.03033
2028-07-05,719.26514,818.0288,851.10425
2028-07-06,719.4158,817.7847,851.2555
2028-07-07,718.94635,817.6291,851.0643
2028-07-08,720.24133,816.96686,850.82605
2028-07-09,722.1013,816.88947,850.74243
2028-07-10,723.67896,816.88947,849.57166
2028-07-11,724.8287,817.07104,849.59784
2028-07-12,727.88635,816.9554,849.355
2028-07-13,727.23145,816.6561,849.1355
2028-07-14,727.3638,815.3122,850.0093
2028-07-15,726.90106,814.4355,847.0172
2028-07-16,726.00616,813.254,843.06213
2028-07-17,726.65643,813.15094,843.94196
2028-07-18,726.9308,812.766,843.8214
2028-07-19,725.2976,812.0077,843.8214
2028-07-20,722.60486,810.99036,843.71124
2028-07-21,723.162,809.73627,843.71124
2028-07-22,722.5537,809.30054,843.71124
2028-07-23,722.4591,809.2313,843.87933
2028-07-24,721.66876,809.3343,843.048
2028-07-25,720.01483,809.2001,843.0392
2028-07-26,718.70874,809.7329,843.0392
2028-07-27,718.38275,810.54974,843.15424
2028-07-28,718.201,810.97986,843.15424
2028-07-29,718.19293,810.6579,843.20953
2028-07-30,716.72076,810.97986,843.20953
2028-07-31,717.36444,810.6579,843.20953
2028-08-01,714.34485,810.36255,843.1822
2028-08-02,713.29144,808.89185,843.0267
2028-08-03,711.9002,809.023,842.9652
2028-08-04,711.8399,809.08295,842.9652
2028-08-05,711.7329,808.7939,843.0932
2028-08-06,711.9727,809.0288,843.025
2028-08-07,710.513,809.0288,843.025
2028-08-08,711.37885,809.0288,843.0177
2028-08-09,711.7631,808.76044,843.0177
2028-08-10,712.0867,808.91974,843.19165
2028-08-11,710.7625,808.91974,843.1278
2028-08-12,708.62634,808.64166,843.01495
2028-08-13,708.1997,808.694,843.01495
2028-08-14,707.06866,808.598,842.7356
2028-08-15,706.4613,808.598,843.5291
2028-08-16,705.26,808.6334,843.806
2028-08-17,704.0602,808.6722,843.806
2028-08-18,703.89905,808.8004,843.77576
2028-08-19,701.4154,809.2806,843.77576
2028-08-20,700.7776,809.5306,843.77576
2028-08-21,700.1051,809.82245,843.77576
2028-08-22,699.29987,808.9899,843.64404
2028-08-23,697.4933,808.88055,843.5451
2028-08-24,697.99347,808.88055,843.5451
2028-08-25,697.5818,808.68195,843.82086
2028-08-26,698.846,808.9546,843.4287
2028-08-27,698.45825,808.9546,843.4287
2028-08-28,698.5733,808.9546,843.42145
2028-08-29,699.4465,808.9546,843.6283
2028-08-30,699.2578,808.7726,843.5131
2028-08-31,700.1369,808.7726,843.5131
2028-09-01,702.13055,808.62,843.026
2028-09-02,704.41595,808.6425,843.25116
2028-09-03,706.50653,808.85486,843.50995
2028-09-04,705.85754,809.08417,843.487
2028-09-05,706.50867,809.1696,843.487
2028-09-06,707.3958,808.88275,843.487
2028-09-07,706.743,809.8523,843.0811
2028-09-08,707.1499,810.06226,843.4612
2028-09-09,706.7979,810.71313,843.4612
2028-09-10,707.58136,810.2409,842.8639
2028-09-11,706.6316,810.2254,842.8639
2028-09-12,706.874,809.96423,843.3691
2028-09-13,707.3519,809.50903,844.0508
2028-09-14,706.91895,809.6353,844.11743
2028-09-15,707.617,809.5996,844.33606
2028-09-16,707.5058,809.5996,843.7311
2028-09-17,706.36163,809.7146,844.0439
2028-09-18,705.4871,808.9916,844.2478
2028-09-19,705.68365,808.9228,844.6957
2028-09-20,706.5191,808.9813,844.6352
2028-09-21,707.3323,809.4893,844.7756
2028-09-22,707.79004,809.5006,844.94867
2028-09-23,707.9211,809.3809,843.21924
2028-09-24,708.5699,808.8157,843.93646
2028-09-25,710.2771,809.5063,843.2918
2028-09-26,708.3783,809.5801,843.38293
2028-09-27,706.5332,810.07733,844.0968
2028-09-28,707.07086,810.15826,844.4136
2028-09-29,707.5832,811.16376,844.23987
2028-09-30,706.9906,811.8197,844.51074
2028-10-01,707.29205,811.24866,843.98315
2028-10-02,707.63086,811.0877,841.53143
2028-10-03,707.7229,811.2876,839.21
2028-10-04,709.00024,811.0349,839.2927
2028-10-05,710.517,809.4678,838.53503
2028-10-06,710.3611,808.71606,835.5933
2028-10-07,709.7352,809.33575,835.88385
2028-10-08,709.6542,809.0151,835.7269
2028-10-09,709.01404,808.798,836.33093
2028-10-10,708.14813,808.313,835.48346
2028-10-11,706.29065,806.93945,836.927
2028-10-12,705.7817,805.77386,836.1724
2028-10-13,706.28217,806.41125,836.0262
2028-10-14,707.4268,807.1453,835.9904
2028-10-15,707.39526,807.4046,836.62726
2028-10-16,707.778,807.127,835.7336
2028-10-17,707.49066,806.77094,836.90045
2028-10-18,706.96704,806.1444,834.69336
2028-10-19,707.2095,805.5971,835.35345
2028-10-20,707.2544,805.01385,833.936
2028-10-21,707.778,802.9154,833.4947
2028-10-22,707.79803,802.1949,833.4947
2028-10-23,707.28467,801.57446,833.6051
2028-10-24,708.5226,801.4736,834.4825
2028-10-25,707.68317,802.1358,834.98596
2028-10-26,706.1325,801.13806,834.56757
2028-10-27,706.43536,799.9696,834.4118
2028-10-28,705.9141,799.2073,832.9358
2028-10-29,705.9141,799.4218,830.7289
2028-10-30,706.0838,799.3358,828.9125
2028-10-31,705.9141,799.6658,828.38025
2028-11-01,705.67505,798.9914,827.5217
2028-11-02,705.21533,798.52716,828.15533
2028-11-03,702.028,797.1182,828.15533
2028-11-04,700.1154,795.75,827.08057
2028-11-05,699.8325,794.5268,826.00354
2028-11-06,700.128,793.5305,824.48285
2028-11-07,699.81696,793.79486,822.7736
2028-11-08,701.11804,794.2007,822.6632
2028-11-09,701.1593,793.87146,820.8164
2028-11-10,701.38904,794.3057,820.3582
2028-11-11,701.3798,794.3671,819.29486
2028-11-12,701.2408,794.4029,817.6399
2028-11-13,700.76196,794.3391,817.3729
2028-11-14,700.9014,794.7389,816.8045
2028-11-15,700.7752,795.4062,816.0353
2028-11-16,700.7752,796.0644,816.2921
2028-11-17,700.96747,794.5792,815.70465
2028-11-18,700.9592,794.0523,815.94635
2028-11-19,700.4682,794.7021,815.65814
2028-11-20,700.43085,794.8986,815.4447
2028-11-21,700.43085,794.3255,815.5296
2028-11-22,700.1442,793.6976,814.95856
2028-11-23,702.0188,793.52856,814.9731
2028-11-24,701.4335,794.9748,815.8151
2028-11-25,700.2484,795.38684,816.2327
2028-11-26,700.82666,796.4979,815.8457
2028-11-27,699.6613,797.10425,816.19464
2028-11-28,700.9857,797.19507,815.24976
2028-11-29,699.81555,797.6437,814.60785
2028-11-30,699.9862,798.18335,813.846
2028-12-01,699.4662,798.5788,813.6151
2028-12-02,697.7662,798.09515,813.69354
2028-12-03,697.91956,798.5456,813.72943
2028-12-04,696.9357,798.2468,813.64
2028-12-05,694.1751,798.1249,813.2073
2028-12-06,692.52435,798.1226,812.9749
2028-12-07,690.9664,798.08716,813.1423
2028-12-08,689.8578,798.1876,812.9351
2028-12-09,690.60254,798.1189,813.0164
2028-12-10,691.13477,797.8272,812.80084
2028-12-11,690.68445,797.59546,812.7501
2028-12-12,690.0646,797.5285,812.1359
2028-12-13,690.6999,797.2632,811.5981
2028-12-14,690.7766,796.2309,809.3776
2028-12-15,690.0646,796.1297,807.67816
2028-12-16,689.559,796.1297,806.3216
2028-12-17,690.5543,795.3867,805.6041
2028-12-18,690.0472,794.7592,804.60175
2028-12-19,690.8189,793.27295,803.9737
2028-12-20,690.34344,791.71484,804.01074
2028-12-21,690.3601,790.0261,802.8614
2028-12-22,690.43097,789.31836,801.7382
2028-12-23,690.6996,789.1038,800.31287
2028-12-24,690.3117,789.4265,798.53357
2028-12-25,690.57275,788.87195,797.4192
2028-12-26,689.80774,788.65125,795.9606
2028-12-27,690.5615,788.0129,796.47705
2028-12-28,690.6515,788.36975,797.29767
2028-12-29,690.9691,788.0932,796.2885
2028-12-30,690.6507,787.507,795.82135
2028-12-31,690.1272,786.485,795.35803
2029-01-01,691.3031,785.2902,795.4033
2029-01-02,691.74854,785.29254,795.5339
2029-01-03,691.06866,784.7194,795.6795
2029-01-04,690.5588,783.9156,794.4129
2029-01-05,691.0302,783.564,794.1522
2029-01-06,689.9536,783.61145,793.90045
2029-01-07,691.0527,784.98175,795.5264
2029-01-08,691.56213,785.78516,796.03296
2029-01-09,691.70935,786.2125,796.1355
2029-01-10,691.88385,785.9187,796.23785
2029-01-11,692.0779,785.9187,796.0673
2029-01-12,691.5865,785.6035,795.8823
2029-01-13,691.30707,785.98883,796.2855
2029-01-14,691.04724,786.56213,796.18097
2029-01-15,691.04724,786.58734,796.20514
2029-01-16,690.668,786.3441,796.37317
2029-01-17,690.5059,786.2028,796.1969
2029-01-18,690.3723,786.2028,795.79095
2029-01-19,690.5923,786.1048,795.6111
2029-01-20,691.73816,785.5507,795.1845
2029-01-21,691.6433,785.67773,795.7883
2029-01-22,692.5308,785.72186,795.64
2029-01-23,693.61646,785.72186,795.8681
2029-01-24,694.63654,785.72186,796.0925
2029-01-25,694.7757,785.72186,795.9054
2029-01-26,694.7757,785.4983,795.47943
2029-01-27,694.3851,785.80615,795.47943
2029-01-28,694.61584,785.57874,795.2923
2029-01-29,694.77747,785.47516,795.2923
2029-01-30,695.4342,785.43066,795.81384
2029-01-31,696.364,785.43066,796.58
2029-02-01,695.6015,785.43066,797.05884
2029-02-02,697.02075,785.43066,797.07947
2029-02-03,698.3741,785.75525,796.7962
2029-02-04,698.00745,785.75525,796.54944
2029-02-05,697.9292,785.75525,796.4663
2029-02-06,698.58594,785.75525,796.6438
2029-02-07,698.6377,785.75525,796.0608
2029-02-08,698.6377,785.75525,796.36115
2029-02-09,697.98096,785.75525,796.6106
2029-02-10,698.0801,785.75525,796.3472
2029-02-11,698.7368,785.75525,795.69495
2029-02-12,699.07965,785.75525,795.57007
2029-02-13,698.70404,785.75525,795.91003
2029-02-14,698.70404,785.96326,795.51605
2029-02-15,698.70404,785.60767,796.2877
2029-02-16,699.07965,785.7061,796.30194
2029-02-17,698.70404,785.7061,795.51605
2029-02-18,698.9013,785.7061,796.09906
2029-02-19,698.9013,785.7061,795.9234
2029-02-20,698.96234,785.7061,795.3404
2029-02-21,699.32916,785.7061,796.17206
2029-02-22,699.32916,785.7061,795.186
2029-02-23,697.8301,785.7061,795.50165
2029-02-24,698.4234,785.7061,795.1472
2029-02-25,698.0584,785.5329,795.9184
2029-02-26,698.5352,785.5329,796.2522
2029-02-27,699.19196,786.1567,796.36725
2029-02-28,698.9382,786.24994,796.6167
2029-03-01,698.9382,785.4718,795.84985
2029-03-02,699.0518,785.7725,795.5698
2029-03-03,698.6762,785.7725,795.5698
2029-03-04,698.6762,785.7725,795.5698
2029-03-05,698.6762,785.7203,795.78265
2029-03-06,698.0649,786.19684,795.6756
2029-03-07,698.6332,785.0741,795.6396
2029-03-08,699.7269,785.35693,795.79236
2029-03-09,702.495,785.5727,795.6535
2029-03-10,703.103,785.52985,796.8809
2029-03-11,702.81665,785.95374,796.97876
2029-03-12,703.7211,785.95374,797.66974
2029-03-13,703.899,786.2284,798.3953
2029-03-14,701.2561,786.16766,800.24054
2029-03-15,699.99243,784.9616,800.19495
2029-03-16,700.93555,784.37396,800.5692
2029-03-17,700.1985,784.37396,801.07025
2029-03-18,700.2602,784.37396,800.42065
2029-03-19,700.19135,785.2758,802.1425
2029-03-20,699.7672,785.3913,802.83716
2029-03-21,699.9136,785.7032,803.5628
2029-03-22,699.8033,785.57605,805.2222
2029-03-23,701.0638,785.57605,805.59406
2029-03-24,699.38635,785.1735,806.8771
2029-03-25,696.66656,784.6043,807.91754
2029-03-26,695.12415,784.4977,807.8518
2029-03-27,694.76746,784.5584,808.32477
2029-03-28,692.5787,784.87573,808.73083
2029-03-29,692.10175,784.87573,810.04987
2029-03-30,691.8146,784.7069,810.29156
2029-03-31,691.394,785.2301,810.58264
2029-04-01,690.922,784.94305,812.108
2029-04-02,691.1462,785.2301,813.72174
2029-04-03,690.9432,784.38983,814.3169
2029-04-04,690.69727,784.9111,813.6322
2029-04-05,690.84326,785.0799,813.99255
2029-04-06,690.87756,785.0799,814.01154
2029-04-07,690.7025,785.0799,814.1376
2029-04-08,691.3614,785.4452,815.5589
2029-04-09,691.3614,785.7582,816.8343
2029-04-10,692.4236,785.8618,817.2134
2029-04-11,691.5291,785.8618,818.29486
2029-04-12,692.77344,785.8618,819.6424
2029-04-13,693.7802,785.8618,820.2091
2029-04-14,693.0468,785.7524,821.3805
2029-04-15,692.3837,785.75476,822.19006
2029-04-16,691.6555,785.6711,822.0272
2029-04-17,691.6555,785.36633,822.49854
2029-04-18,691.8248,785.66797,822.42847
2029-04-19,692.35114,786.1963,821.747
2029-04-20,691.91724,785.99286,821.4041
2029-04-21,692.5331,786.0726,822.1239
2029-04-22,692.8886,785.8604,822.10815
2029-04-23,693.57965,785.8604,822.0781
2029-04-24,695.4112,785.9921,822.13513
2029-04-25,697.5884,786.1541,822.19025
2029-04-26,699.95135,786.4656,822.19025
2029-04-27,702.2255,786.5199,822.1441
2029-04-28,703.44434,785.66003,822.2158
2029-04-29,703.3185,785.1967,822.07983
2029-04-30,702.66095,785.04205,821.34625
2029-05-01,702.63654,785.00305,821.8718
2029-05-02,702.22064,785.00305,822.4859
2029-05-03,703.1167,785.08527,823.9418
2029-05-04,703.4626,785.2082,825.1489
2029-05-05,704.71875,785.32367,826.9531
2029-05-06,707.1593,785.314,828.89154
2029-05-07,709.7752,785.1369,829.59717
2029-05-08,712.62494,785.314,831.7174
2029-05-09,714.72485,785.314,831.8849
2029-05-10,717.1527,785.3715,833.0417
2029-05-11,719.5841,785.85504,832.729
2029-05-12,719.5912,786.16693,833.5999
2029-05-13,720.2669,785.4482,835.43115
2029-05-14,721.2825,785.8165,836.4676
2029-05-15,722.84717,785.80646,836.39233
2029-05-16,724.3029,785.80646,836.7374
2029-05-17,723.99243,785.80646,836.76654
2029-05-18,723.9932,785.8672,837.4765
2029-05-19,723.9932,785.8672,837.67175
2029-05-20,724.2328,785.8672,837.9054
2029-05-21,725.6326,785.8672,837.928
2029-05-22,726.6355,785.78644,838.2306
2029-05-23,727.77606,785.78644,838.0917
2029-05-24,728.1037,785.78644,838.29834
2029-05-25,727.99677,785.78644,838.1594
2029-05-26,728.0304,785.78644,838.1594
2029-05-27,728.05164,785.78644,838.29834
2029-05-28,728.2011,785.78644,838.2224
2029-05-29,729.00354,785.81775,839.0639
2029-05-30,727.8018,785.81775,840.2669
2029-05-31,727.33545,785.81775,839.7236
2029-06-01,727.97986,785.91315,839.74603
2029-06-02,728.0921,785.8779,839.41644
2029-06-03,727.49866,785.8779,839.95874
2029-06-04,727.8324,785.8779,840.0468
2029-06-05,727.9843,785.7567,839.7381
2029-06-06,727.9876,785.79193,840.3625
2029-06-07,727.3774,785.7745,842.03656
2029-06-08,727.33545,787.45795,841.50885
2029-06-09,727.9995,787.88934,841.49133
2029-06-10,728.5174,789.0059,842.0151
2029-06-11,729.2375,790.255,842.6441
2029-06-12,727.9998,791.42554,842.19763
2029-06-13,727.13214,792.2179,842.9456
2029-06-14,727.6203,793.25995,846.8193
2029-06-15,728.466,793.1959,846.51855
2029-06-16,729.0454,793.1959,846.1752
2029-06-17,729.0454,793.1768,846.0644
2029-06-18,729.0454,793.44415,846.9121
2029-06-19,729.0454,794.3461,846.9121
2029-06-20,729.9101,794.0602,846.5499
2029-06-21,732.68994,794.2025,846.2792
2029-06-22,735.39294,794.3197,846.12585
2029-06-23,735.3725,794.1758,846.3966
2029-06-24,736.4393,795.1451,846.3222
2029-06-25,738.42554,796.0851,845.942
2029-06-26,739.2081,797.96594,845.91644
2029-06-27,739.56726,799.98553,845.64856
2029-06-28,739.94824,801.83514,843.94446
2029-06-29,739.6449,803.7607,845.217
2029-06-30,738.6704,803.94147,844.29736
2029-07-01,737.6332,804.93256,844.5843
2029-07-02,737.3941,804.59845,844.1487
2029-07-03,737.89526,804.27264,844.64746
2029-07-04,737.745,804.6531,844.60944
2029-07-05,739.2945,804.59686,844.27875
2029-07-06,739.4535,804.57404,845.03613
2029-07-07,738.49176,804.84985,843.97534
2029-07-08,738.7612,804.9827,844.61676
2029-07-09,739.0663,804.837,844.3023
2029-07-10,739.5005,804.4435,844.33234
2029-07-11,739.13965,804.64105,844.32245
2029-07-12,739.4044,804.93713,844.4349
2029-07-13,738.8368,805.4244,844.4349
2029-07-14,739.1082,805.6544,843.71814
2029-07-15,739.1082,805.37103,844.61035
2029-07-16,739.0861,805.0202,844.49036
2029-07-17,739.0861,804.516,844.5431
2029-07-18,738.7978,803.71826,844.4717
2029-07-19,738.89795,803.55206,844.4374
2029-07-20,738.2862,803.9637,844.4374
2029-07-21,738.3188,803.60614,844.54004
2029-07-22,738.9058,803.72284,844.54004
2029-07-23,738.9058,803.9929,844.54004
2029-07-24,738.44635,804.12604,844.54004
2029-07-25,738.6332,804.7643,843.62244
2029-07-26,737.9361,803.54346,843.252
2029-07-27,737.00446,802.9812,843.252
2029-07-28,736.5028,802.7149,843.8797
2029-07-29,736.32104,801.8308,843.36707
2029-07-30,736.96674,801.7323,843.42236
2029-07-31,737.1034,801.6823,843.42236
2029-08-01,737.3942,801.5109,843.42236
2029-08-02,736.9791,801.6986,843.395
2029-08-03,736.68475,801.3496,843.2395
2029-08-04,736.36896,800.4279,843.17804
2029-08-05,736.7636,800.0421,843.17804
2029-08-06,736.79584,800.0421,843.81866
2029-08-07,738.22363,800.27704,843.23785
2029-08-08,738.0072,800.1628,843.23785
2029-08-09,737.1609,800.26056,843.2305
2029-08-10,737.31287,800.22894,843.2305
2029-08-11,737.26276,800.0603,843.4044
2029-08-12,736.5815,800.0603,843.3406
2029-08-13,736.5815,799.84503,843.8085
2029-08-14,736.136,798.9872,843.2278
2029-08-15,735.32196,798.5201,842.9484
2029-08-16,735.3789,797.96466,842.7144
2029-08-17,735.4336,797.0083,842.88336
2029-08-18,735.7528,796.2794,842.88336
2029-08-19,736.0282,796.44385,842.8531
2029-08-20,736.2656,796.10876,842.8531
2029-08-21,735.4779,796.5809,842.8531
2029-08-22,735.4761,796.9013,842.8531
2029-08-23,735.45386,796.352,842.7214
2029-08-24,735.2575,796.3799,843.63135
2029-08-25,735.5091,795.8388,843.63135
2029-08-26,735.96436,795.4107,843.9071
2029-08-27,735.515,795.76373,843.51495
2029-08-28,735.18005,795.6211,843.51495
2029-08-29,735.3674,795.4153,843.5077
2029-08-30,735.5042,795.46844,843.71454
2029-08-31,735.4545,795.28644,843.59937
2029-09-01,735.2808,795.3088,843.59937
2029-09-02,735.12213,795.2577,843.11224
2029-09-03,735.73645,794.97144,843.25116
2029-09-04,735.73645,793.9353,843.50995
2029-09-05,735.60706,794.9714,843.487
2029-09-06,734.7444,795.1688,843.487
2029-09-07,735.75287,794.29816,843.487
2029-09-08,735.6795,793.9278,843.0811
2029-09-09,735.6795,794.14856,843.4612
2029-09-10,735.62244,794.19507,843.4612
2029-09-11,735.70056,794.81445,842.8639
2029-09-12,734.2213,794.9306,842.8639
2029-09-13,733.4916,795.01013,843.3691
2029-09-14,733.4969,795.21375,844.0508
2029-09-15,733.7909,795.2839,844.11743
2029-09-16,734.04846,795.52405,844.4223
2029-09-17,733.8736,795.52405,843.7311
2029-09-18,733.2035,795.80725,844.0439
2029-09-19,732.0329,795.2507,844.2478
2029-09-20,729.9879,795.55414,844.60944
2029-09-21,729.68445,795.53314,844.6352
2029-09-22,728.7905,795.75256,844.7756
2029-09-23,728.91547,795.97095,844.94867
2029-09-24,729.36816,796.55383,843.21924
2029-09-25,729.1921,796.48944,843.93646
2029-09-26,729.74713,797.08636,843.2918
2029-09-27,729.28656,797.0628,843.62805
2029-09-28,729.00885,796.98444,843.5593
2029-09-29,729.01373,795.74713,842.88104
2029-09-30,729.10016,794.24786,843.2345
2029-10-01,728.6333,793.1953,843.5916
2029-10-02,728.58875,792.36255,843.064
2029-10-03,728.66986,792.3462,841.10016
2029-10-04,728.7421,792.17017,838.14874
2029-10-05,728.5002,793.2362,837.31476
2029-10-06,728.7118,792.98413,836.3274
2029-10-07,728.7929,793.52454,835.71326
2029-10-08,729.0922,793.9762,836.1583
2029-10-09,729.0834,794.07684,835.3143
2029-10-10,729.2332,793.9358,835.42847
2029-10-11,728.7617,794.05066,836.4891
2029-10-12,728.0294,793.285,836.1369
2029-10-13,727.288,792.38715,836.2301
2029-10-14,726.8082,792.8374,836.0262
2029-10-15,726.6927,793.13446,835.8824
2029-10-16,726.0957,794.23346,836.7261
2029-10-17,725.9566,794.3601,835.7336
2029-10-18,726.043,794.4909,836.90045
2029-10-19,725.5802,793.77893,834.6256
2029-10-20,725.5802,793.9152,834.7571
2029-10-21,725.9566,793.9802,834.1557
2029-10-22,725.9566,793.9467,833.49866
2029-10-23,725.9566,794.6746,833.4947
2029-10-24,726.0289,795.2229,834.41473
2029-10-25,725.9566,795.16,834.4249
2029-10-26,726.0015,795.575,835.11005
2029-10-27,725.85486,795.2023,835.7515
2029-10-28,726.1309,795.06396,834.50616
2029-10-29,725.91705,795.21014,833.5669
2029-10-30,725.91705,795.41785,832.3579
2029-10-31,725.91705,795.8544,830.3901
2029-11-01,725.91705,795.227,827.5759
2029-11-02,726.1689,795.297,827.5217
2029-11-03,725.72833,795.314,828.8682
2029-11-04,725.88165,795.4804,828.018
2029-11-05,725.73944,795.0894,827.98376
2029-11-06,725.44525,793.4852,826.6235
2029-11-07,726.07733,792.837,825.3417
2029-11-08,725.97424,792.5442,823.8226
2029-11-09,725.7278,792.5559,822.1228
2029-11-10,725.7278,792.87146,821.5691
2029-11-11,725.7278,792.77844,820.4816
2029-11-12,725.8394,792.9966,820.212
2029-11-13,725.99274,793.03107,818.6386
2029-11-14,725.99274,792.1446,818.25507
2029-11-15,725.99274,792.61774,818.6798
2029-11-16,725.99274,792.04987,818.4543
2029-11-17,726.522,792.1594,818.9697
2029-11-18,726.0302,792.10724,818.5352
2029-11-19,726.4561,792.1286,819.1616
2029-11-20,726.13885,792.1286,818.78033
2029-11-21,726.38635,792.4979,819.0161
2029-11-22,726.05493,791.90845,818.64545
2029-11-23,726.2965,791.90845,818.1901
2029-11-24,726.07855,792.3883,818.385
2029-11-25,726.15204,792.82074,818.5496
2029-11-26,726.28735,792.3031,818.0552
2029-11-27,726.51685,792.178,817.2427
2029-11-28,727.08105,792.178,816.51135
2029-11-29,726.7163,792.178,815.8642
2029-11-30,726.7163,792.36304,815.8468
