time,Skytech Microelectronics Ltd.,Silicon Innovations Corporation,NexGen Microsystems GmbH
15/07/2018,939.096445,1207.10077,1158.742983
16/07/2018,948.4692267,1210.487908,1160.143538
17/07/2018,955.9279462,1220.51322,1164.235052
18/07/2018,950.0630118,1223.043357,1170.352861
19/07/2018,956.1669712,1221.417649,1165.53529
20/07/2018,951.4134685,1218.799558,1169.934163
21/07/2018,941.9960021,1219.131352,1163.269229
22/07/2018,927.2017229,1212.557736,1152.430928
23/07/2018,928.3552754,1203.070775,1140.790515
24/07/2018,932.6817262,1204.117147,1137.168015
25/07/2018,924.9024882,1207.288318,1142.448966
26/07/2018,921.8539506,1200.071539,1139.381327
27/07/2018,926.5691816,1197.638027,1136.657921
28/07/2018,931.019206,1196.631257,1138.810987
29/07/2018,932.4942098,1200.579011,1141.060857
30/07/2018,904.6704811,1202.594302,1139.783623
31/07/2018,910.2596166,1182.78551,1126.210385
01/08/2018,921.6101413,1182.451684,1132.734255
02/08/2018,927.6195035,1185.1249,1142.536642
03/08/2018,939.7335171,1186.932488,1144.385944
04/08/2018,948.9604761,1195.52785,1148.11893
05/08/2018,956.1962014,1199.176726,1152.391164
06/08/2018,965.0895821,1205.369132,1153.819141
07/08/2018,961.6890767,1214.891598,1162.131363
08/08/2018,979.1532093,1219.027087,1163.214601
09/08/2018,991.0380993,1232.425375,1174.711489
10/08/2018,995.6940666,1236.44124,1186.123803
11/08/2018,998.2762549,1237.649136,1187.334183
12/08/2018,998.0898215,1237.608098,1187.813702
13/08/2018,1010.685935,1239.020002,1185.658546
14/08/2018,1013.907907,1246.389145,1197.358846
15/08/2018,1022.813778,1250.794149,1199.583475
16/08/2018,1018.921496,1257.746902,1202.201743
17/08/2018,1004.824056,1256.516552,1196.863094
18/08/2018,1011.227783,1249.883845,1188.960935
19/08/2018,1019.044662,1253.995498,1192.838365
20/08/2018,1029.147313,1259.063627,1201.867872
21/08/2018,1045.532608,1268.311039,1213.646515
22/08/2018,1058.651172,1279.781795,1217.891743
23/08/2018,1068.569076,1286.191796,1227.777184
24/08/2018,1075.972726,1296.825737,1235.615745
25/08/2018,1088.624285,1299.022122,1238.619837
26/08/2018,1103.103835,1305.890725,1245.724313
27/08/2018,1110.267491,1321.076097,1254.737081
28/08/2018,1099.556753,1328.170257,1261.73338
29/08/2018,1110.507935,1323.766098,1255.261109
30/08/2018,1113.578342,1325.513934,1267.599574
31/08/2018,1122.179332,1329.443036,1277.145978
01/09/2018,1107.99032,1330.465788,1278.947811
02/09/2018,1108.924588,1320.569295,1272.411656
03/09/2018,1124.368956,1322.434894,1273.120911
04/09/2018,1121.652608,1331.591368,1285.440982
05/09/2018,1119.543855,1328.681927,1283.539401
06/09/2018,1120.501949,1324.126903,1284.36863
07/09/2018,1114.248074,1325.770656,1287.146195
08/09/2018,1115.53932,1317.947392,1281.628999
09/09/2018,1108.074424,1320.882863,1277.074817
10/09/2018,1104.791879,1317.248966,1265.604945
11/09/2018,1117.569528,1311.105537,1258.576594
12/09/2018,1123.426371,1317.938848,1269.861242
13/09/2018,1127.789167,1323.687354,1266.53599
14/09/2018,1117.691871,1326.865718,1268.256097
15/09/2018,1111.320521,1318.142537,1263.386905
16/09/2018,1122.260814,1312.139916,1261.209608
17/09/2018,1121.134385,1320.577139,1272.157709
18/09/2018,1118.531843,1321.256349,1270.340399
19/09/2018,1112.566142,1316.123805,1266.693842
20/09/2018,1118.908122,1310.99964,1268.030144
21/09/2018,1117.872868,1311.010039,1272.395532
22/09/2018,1122.544773,1311.073757,1269.096092
23/09/2018,1125.332876,1309.755188,1275.093261
24/09/2018,1129.107874,1313.817833,1275.072634
25/09/2018,1132.398114,1318.403223,1278.142303
26/09/2018,1144.763534,1317.939986,1278.953389
27/09/2018,1139.97089,1322.75067,1288.134419
28/09/2018,1129.005358,1319.814424,1286.200258
29/09/2018,1136.73961,1312.03707,1280.438523
30/09/2018,1131.691883,1315.709056,1285.790857
01/10/2018,1122.567987,1314.52516,1284.748139
02/10/2018,1112.891564,1309.78308,1276.761023
03/10/2018,1110.549289,1303.542385,1270.801904
04/10/2018,1110.003538,1298.624353,1269.853246
05/10/2018,1115.345261,1295.87701,1274.267553
06/10/2018,1101.77792,1293.600345,1283.557595
07/10/2018,1102.058279,1280.46899,1272.749022
08/10/2018,1098.279943,1283.440355,1270.136178
09/10/2018,1099.956986,1280.123312,1266.851957
10/10/2018,1107.154027,1278.08293,1264.912292
11/10/2018,1115.465252,1284.987364,1269.881527
12/10/2018,1118.751187,1293.441838,1280.40202
13/10/2018,1117.257232,1289.232927,1282.623909
14/10/2018,1127.206593,1290.63597,1281.944808
15/10/2018,1134.060203,1301.333991,1289.152455
16/10/2018,1124.594339,1304.282003,1297.658177
17/10/2018,1123.165716,1297.578863,1290.611452
18/10/2018,1134.70159,1295.079886,1292.163771
19/10/2018,1111.46948,1299.039092,1299.987826
20/10/2018,1105.114509,1284.278753,1287.520649
21/10/2018,1085.31734,1278.147739,1284.063292
22/10/2018,1078.042481,1266.813932,1273.02046
23/10/2018,1091.360402,1261.859529,1267.451232
24/10/2018,1090.793834,1270.714097,1275.062837
25/10/2018,1093.786993,1263.962672,1280.354397
26/10/2018,1090.217102,1266.767533,1279.539468
27/10/2018,1087.519903,1263.137475,1276.2485
28/10/2018,1088.459303,1256.008042,1279.779113
29/10/2018,1099.479638,1257.597228,1274.34608
30/10/2018,1104.668316,1262.225162,1283.920629
31/10/2018,1096.71599,1267.794181,1287.909835
01/11/2018,1102.456047,1260.532188,1288.511919
02/11/2018,1105.961071,1265.796353,1291.742231
03/11/2018,1115.727168,1270.223018,1290.220483
04/11/2018,1108.154917,1274.627866,1295.299585
05/11/2018,1114.004222,1271.810247,1292.63495
06/11/2018,1107.243568,1273.473294,1301.190732
07/11/2018,1114.753396,1270.169902,1296.452437
08/11/2018,1107.551277,1271.877438,1302.558711
09/11/2018,1116.686204,1268.839685,1296.973425
10/11/2018,1110.191094,1276.003772,1298.090643
11/11/2018,1113.626312,1271.907985,1289.430855
12/11/2018,1122.050676,1270.472648,1295.497431
13/11/2018,1137.504204,1273.420106,1297.891995
14/11/2018,1137.01624,1288.649095,1315.560893
15/11/2018,1145.843833,1294.551666,1319.106835
16/11/2018,1145.668623,1298.063965,1322.49554
17/11/2018,1136.981496,1299.444578,1322.083427
18/11/2018,1143.661741,1290.23442,1316.233924
19/11/2018,1147.769508,1297.861161,1320.321997
20/11/2018,1157.737609,1292.581159,1324.96349
21/11/2018,1144.518534,1295.193476,1333.171659
22/11/2018,1151.935576,1286.79884,1323.210756
23/11/2018,1142.19953,1289.597689,1328.738922
24/11/2018,1143.641187,1280.921407,1325.434118
25/11/2018,1142.015858,1285.242476,1327.096032
26/11/2018,1131.810403,1282.477388,1327.016753
27/11/2018,1133.537518,1276.627264,1323.137985
28/11/2018,1120.328689,1273.279012,1323.763596
29/11/2018,1117.343997,1265.725448,1316.651738
30/11/2018,1123.402218,1261.280175,1310.61709
01/12/2018,1131.293025,1268.369023,1316.624697
02/12/2018,1152.377714,1273.339862,1322.038385
03/12/2018,1140.874115,1286.512342,1338.057206
04/12/2018,1128.059851,1274.577647,1329.541848
05/12/2018,1118.819258,1264.5809,1327.986094
06/12/2018,1124.876366,1255.188642,1319.905002
07/12/2018,1121.315112,1261.202079,1324.765516
08/12/2018,1109.337347,1251.953464,1323.212064
09/12/2018,1115.00566,1247.360567,1313.964217
10/12/2018,1121.287495,1253.18225,1317.966787
11/12/2018,1120.810319,1259.682718,1320.449074
12/12/2018,1136.941038,1262.963834,1318.895104
13/12/2018,1140.688683,1277.124867,1329.911169
14/12/2018,1144.792312,1275.944089,1331.250184
15/12/2018,1157.596852,1276.856249,1333.430248
16/12/2018,1167.555976,1287.115752,1342.620615
17/12/2018,1158.611108,1289.674378,1347.113272
18/12/2018,1170.859707,1282.508783,1338.76494
19/12/2018,1178.94186,1291.890626,1348.376197
20/12/2018,1174.440695,1298.557851,1361.209447
21/12/2018,1192.300036,1298.571606,1357.507706
22/12/2018,1186.14813,1317.93792,1370.156044
23/12/2018,1196.403931,1314.481525,1369.339868
24/12/2018,1191.666946,1320.397716,1378.154215
25/12/2018,1198.278224,1318.287113,1375.196025
26/12/2018,1197.072937,1326.462678,1382.782447
27/12/2018,1201.274666,1322.914962,1380.147879
28/12/2018,1195.75029,1323.496325,1384.609978
29/12/2018,1199.522218,1323.703876,1386.126837
30/12/2018,1196.429925,1326.491753,1386.650715
31/12/2018,1191.604605,1321.346165,1386.010627
01/01/2019,1184.301891,1320.436039,1381.271369
02/01/2019,1186.610861,1320.805606,1378.289327
03/01/2019,1186.954504,1324.30501,1380.557235
04/01/2019,1177.830096,1325.076215,1373.569314
05/01/2019,1175.252583,1315.430957,1365.036129
06/01/2019,1160.241139,1312.945947,1362.064515
07/01/2019,1154.569751,1305.682618,1352.205525
08/01/2019,1158.517644,1302.482919,1349.578029
09/01/2019,1150.109772,1304.542646,1354.020169
10/01/2019,1154.944647,1299.087149,1348.634362
11/01/2019,1165.077916,1300.950394,1352.460083
12/01/2019,1151.645409,1307.283257,1360.273656
13/01/2019,1153.969309,1299.828513,1355.434819
14/01/2019,1145.705922,1301.334736,1353.39302
15/01/2019,1153.4042,1295.011705,1346.989097
16/01/2019,1163.669953,1298.497356,1350.865139
17/01/2019,1182.479087,1304.21336,1352.108824
18/01/2019,1175.460687,1320.150739,1366.243833
19/01/2019,1190.991064,1315.956721,1359.394855
20/01/2019,1196.756896,1323.487369,1371.973157
21/01/2019,1186.539976,1323.855267,1374.054542
22/01/2019,1172.474232,1316.300713,1365.871343
23/01/2019,1172.052152,1303.98245,1355.30682
24/01/2019,1175.673631,1303.842642,1355.296679
25/01/2019,1167.386621,1312.44226,1356.803325
26/01/2019,1176.447159,1310.107124,1352.617077
27/01/2019,1179.077408,1317.211688,1360.299477
28/01/2019,1185.979338,1318.999989,1360.62716
29/01/2019,1202.012286,1320.775397,1361.997173
30/01/2019,1190.09013,1334.92619,1371.609984
31/01/2019,1193.69149,1324.066534,1364.511947
01/02/2019,1182.155669,1332.226805,1367.342872
02/02/2019,1182.925032,1326.839511,1357.576074
03/02/2019,1199.918492,1330.432433,1356.943441
04/02/2019,1183.07269,1341.478825,1367.467361
05/02/2019,1190.236584,1328.670889,1361.195938
06/02/2019,1182.767397,1336.600962,1370.710997
07/02/2019,1190.579258,1338.89461,1364.265103
08/02/2019,1169.031121,1345.054149,1369.744781
09/02/2019,1156.67531,1330.004907,1353.853164
10/02/2019,1153.456265,1320.009162,1342.045027
11/02/2019,1144.295278,1313.609016,1341.99362
12/02/2019,1147.26322,1308.190989,1332.765486
13/02/2019,1153.668384,1309.652669,1333.541098
14/02/2019,1159.832997,1315.462089,1339.089972
15/02/2019,1169.042693,1321.492893,1340.118382
16/02/2019,1170.430208,1327.651275,1344.176336
17/02/2019,1165.337281,1327.72919,1348.215166
18/02/2019,1154.305191,1326.272616,1348.767898
19/02/2019,1152.467409,1323.34641,1335.053856
20/02/2019,1161.95029,1318.672853,1329.928383
21/02/2019,1153.176814,1327.266462,1336.230775
22/02/2019,1170.630562,1322.985213,1328.638389
23/02/2019,1170.185567,1330.359543,1339.452735
24/02/2019,1162.688681,1322.735918,1339.573023
25/02/2019,1186.592042,1316.097616,1333.35182
26/02/2019,1178.645616,1332.141135,1347.613992
27/02/2019,1179.988698,1327.818065,1343.777954
28/02/2019,1184.480008,1334.371966,1345.805761
01/03/2019,1189.326976,1333.571115,1347.837591
02/03/2019,1160.778762,1339.433854,1355.22413
03/03/2019,1159.026691,1319.701662,1336.201469
04/03/2019,1150.228789,1317.672063,1337.033103
05/03/2019,1153.105053,1317.311443,1330.857082
06/03/2019,1144.075358,1317.036758,1326.513682
07/03/2019,1140.698945,1311.528209,1324.788254
08/03/2019,1141.29264,1316.308365,1326.445842
09/03/2019,1145.290989,1321.173135,1322.543392
10/03/2019,1151.059065,1325.937458,1325.980324
11/03/2019,1156.821597,1327.646343,1331.416572
12/03/2019,1149.206059,1331.349864,1332.798334
13/03/2019,1142.004775,1322.327535,1328.078432
14/03/2019,1135.82892,1320.970329,1324.7223
15/03/2019,1116.313692,1315.749892,1313.841851
16/03/2019,1110.101178,1304.878721,1302.933876
17/03/2019,1108.610073,1298.974288,1297.843811
18/03/2019,1112.722772,1295.661039,1297.919151
19/03/2019,1106.184873,1296.460507,1302.32527
20/03/2019,1105.922453,1292.718961,1300.503643
21/03/2019,1113.866854,1292.909766,1299.702853
22/03/2019,1104.856821,1306.422074,1306.861688
23/03/2019,1113.683108,1306.372075,1302.076691
24/03/2019,1116.693696,1312.517915,1309.167561
25/03/2019,1108.421848,1311.195498,1310.258468
26/03/2019,1101.620632,1302.439002,1308.22661
27/03/2019,1099.151522,1293.239205,1302.40243
28/03/2019,1095.471659,1290.38376,1298.784467
29/03/2019,1082.919338,1293.05317,1299.878458
30/03/2019,1078.482765,1286.368296,1290.929238
31/03/2019,1072.691748,1284.297924,1293.458785
01/04/2019,1068.964188,1285.410483,1287.328054
02/04/2019,1069.141554,1281.464641,1284.198383
03/04/2019,1073.500132,1278.003385,1282.605454
04/04/2019,1073.471349,1281.782558,1286.881237
05/04/2019,1091.20471,1281.918914,1289.171293
06/04/2019,1097.378495,1293.797326,1300.999183
07/04/2019,1096.63906,1290.144408,1302.30019
08/04/2019,1103.355598,1293.327935,1305.979667
09/04/2019,1115.442771,1299.017687,1314.520187
10/04/2019,1112.498721,1303.858076,1325.199303
11/04/2019,1101.672515,1306.760582,1319.066029
12/04/2019,1112.927354,1297.358491,1312.729774
13/04/2019,1111.559847,1300.203322,1323.720965
14/04/2019,1112.387631,1295.035875,1323.615752
15/04/2019,1127.837004,1298.603377,1320.835079
16/04/2019,1123.866274,1308.124463,1331.473603
17/04/2019,1119.447363,1309.454064,1329.556651
18/04/2019,1122.252457,1303.561793,1332.067955
19/04/2019,1124.811966,1304.286041,1336.250326
20/04/2019,1126.311542,1304.854621,1339.220889
21/04/2019,1129.050678,1309.551392,1335.973575
22/04/2019,1119.057332,1312.343527,1336.667256
23/04/2019,1112.235933,1312.827915,1324.714685
24/04/2019,1090.601201,1309.675473,1318.777445
25/04/2019,1086.862267,1303.08213,1308.99915
26/04/2019,1089.880288,1303.375234,1304.491519
27/04/2019,1089.527809,1304.449795,1308.375968
28/04/2019,1094.804133,1306.683829,1306.557049
29/04/2019,1097.756251,1310.439315,1310.250599
30/04/2019,1105.812211,1315.026489,1317.514216
01/05/2019,1094.070992,1323.169612,1325.25377
02/05/2019,1106.693392,1312.953617,1326.250509
03/05/2019,1102.722851,1319.547211,1330.18992
04/05/2019,1114.948524,1313.551207,1327.829808
05/05/2019,1110.17259,1321.251353,1330.739852
06/05/2019,1118.608487,1312.816415,1330.89386
07/05/2019,1118.993182,1319.68122,1333.723603
08/05/2019,1124.299157,1318.906408,1334.831218
09/05/2019,1148.153284,1319.6287,1339.460849
10/05/2019,1138.336681,1327.39392,1354.908046
11/05/2019,1138.055819,1317.472508,1348.608356
12/05/2019,1147.47791,1314.650198,1347.066418
13/05/2019,1141.340329,1318.650179,1351.685937
14/05/2019,1130.707173,1314.917203,1350.779349
15/05/2019,1133.332498,1306.081191,1344.629281
16/05/2019,1139.76714,1307.55504,1351.038346
17/05/2019,1122.795771,1311.411859,1362.380893
18/05/2019,1148.170675,1301.162185,1351.373974
19/05/2019,1140.125222,1320.75245,1365.612725
20/05/2019,1129.838661,1318.215575,1360.749766
21/05/2019,1133.254221,1313.358681,1356.089114
22/05/2019,1133.053258,1320.92155,1361.184096
23/05/2019,1117.55319,1316.180165,1362.559894
24/05/2019,1121.305499,1307.299555,1360.166755
25/05/2019,1128.012186,1315.358996,1363.64905
26/05/2019,1123.69902,1327.429865,1360.631253
27/05/2019,1136.724938,1321.441894,1358.841476
28/05/2019,1134.406417,1330.075241,1366.077367
29/05/2019,1134.532167,1326.07751,1367.547822
30/05/2019,1147.332456,1325.590992,1363.622151
31/05/2019,1145.072619,1336.189603,1376.74181
01/06/2019,1157.582389,1330.151553,1375.314406
02/06/2019,1143.889035,1343.176581,1387.883467
03/06/2019,1155.686945,1332.571892,1385.4241
04/06/2019,1162.769057,1338.21098,1395.249018
05/06/2019,1162.240411,1344.608546,1401.599381
06/06/2019,1165.981257,1342.875556,1402.087193
07/06/2019,1172.615667,1347.554516,1404.303329
08/06/2019,1172.569485,1349.702233,1409.2314
09/06/2019,1168.103518,1353.094942,1409.327784
10/06/2019,1165.231268,1346.500405,1402.175087
11/06/2019,1159.784123,1342.266439,1403.881961
12/06/2019,1162.015695,1338.34429,1401.180301
13/06/2019,1161.162625,1343.707358,1401.180332
14/06/2019,1162.507103,1341.278939,1401.74446
15/06/2019,1165.281222,1343.520284,1408.001758
16/06/2019,1158.795505,1343.59936,1412.328474
17/06/2019,1162.85145,1335.96039,1403.742524
18/06/2019,1146.995499,1337.94439,1405.882187
19/06/2019,1153.003451,1332.360637,1396.206554
20/06/2019,1155.713132,1337.51681,1397.602795
21/06/2019,1166.847,1337.070942,1402.720238
22/06/2019,1173.656585,1341.703487,1410.690323
23/06/2019,1185.862479,1351.179311,1416.303319
24/06/2019,1176.900374,1358.159113,1420.667283
25/06/2019,1174.640443,1352.810735,1416.904365
26/06/2019,1152.755004,1352.668094,1415.851594
27/06/2019,1142.660608,1338.78278,1401.134653
28/06/2019,1134.676978,1333.634014,1390.889228
29/06/2019,1127.20116,1324.286753,1390.694534
30/06/2019,1117.827919,1321.088052,1384.948743
01/07/2019,1111.209629,1311.603163,1383.49581
02/07/2019,1125.378955,1307.3389,1381.714565
03/07/2019,1139.33669,1317.244987,1389.841855
04/07/2019,1137.94664,1326.042282,1400.484974
05/07/2019,1136.765095,1326.077771,1404.601129
06/07/2019,1133.337286,1325.810243,1405.53103
07/07/2019,1152.822508,1325.25564,1400.143378
08/07/2019,1169.130367,1339.107773,1412.464306
09/07/2019,1176.949368,1344.538807,1423.043333
10/07/2019,1190.373619,1350.254712,1425.605716
11/07/2019,1185.094093,1357.775089,1430.717746
12/07/2019,1179.951898,1357.107607,1424.135029
13/07/2019,1184.455036,1357.399066,1420.571622
14/07/2019,1176.292147,1363.331824,1422.173922
15/07/2019,1192.619196,1356.464846,1415.46751
16/07/2019,1197.137152,1372.872628,1428.328108
17/07/2019,1187.180553,1378.910812,1434.251547
18/07/2019,1186.98142,1371.663918,1428.675606
19/07/2019,1180.376623,1372.595315,1427.426928
20/07/2019,1188.792728,1363.205704,1424.34944
21/07/2019,1194.897808,1372.290167,1429.991724
22/07/2019,1196.00429,1380.247281,1438.310707
23/07/2019,1191.486045,1382.132298,1434.663165
24/07/2019,1189.248415,1382.961286,1434.061744
25/07/2019,1205.374266,1379.002059,1429.928015
26/07/2019,1200.921205,1386.257985,1442.020649
27/07/2019,1213.582629,1386.675508,1440.554958
28/07/2019,1222.991257,1401.228783,1449.569579
29/07/2019,1225.934405,1412.705222,1460.42041
30/07/2019,1215.650979,1414.38316,1466.091944
31/07/2019,1210.552538,1403.980642,1461.500662
01/08/2019,1211.350847,1407.089003,1458.866044
02/08/2019,1222.299547,1409.807455,1458.457723
03/08/2019,1226.775705,1419.164884,1466.610766
04/08/2019,1225.94516,1419.188786,1467.82915
05/08/2019,1237.533155,1420.169794,1472.954762
06/08/2019,1242.86818,1423.103076,1484.417144
07/08/2019,1254.373677,1429.24633,1492.300782
08/08/2019,1239.90312,1439.835962,1502.484397
09/08/2019,1236.194634,1435.515474,1488.388445
10/08/2019,1247.453525,1430.274704,1483.412206
11/08/2019,1252.730931,1436.693816,1489.014028
12/08/2019,1245.950283,1442.435951,1487.774166
13/08/2019,1242.774006,1436.947213,1484.124711
14/08/2019,1250.111562,1432.280758,1483.363821
15/08/2019,1243.316062,1429.960338,1488.349177
16/08/2019,1234.956511,1427.586232,1484.806701
17/08/2019,1234.218314,1422.956653,1478.483005
18/08/2019,1231.191819,1422.796632,1482.469015
19/08/2019,1214.306033,1425.230225,1479.492338
20/08/2019,1218.24309,1410.760092,1472.199453
21/08/2019,1209.836555,1413.471593,1478.694328
22/08/2019,1212.474299,1404.991043,1471.152539
23/08/2019,1203.272377,1402.752516,1471.173784
24/08/2019,1205.087205,1401.877604,1465.086869
25/08/2019,1211.277317,1405.799832,1463.924272
26/08/2019,1217.69841,1412.444784,1468.45328
27/08/2019,1212.214179,1417.501418,1471.296595
28/08/2019,1213.436197,1410.606344,1469.632284
29/08/2019,1221.670919,1414.3452,1468.499847
30/08/2019,1205.53307,1417.025633,1474.472774
31/08/2019,1206.711142,1404.289549,1461.845196
01/09/2019,1222.405735,1398.608121,1465.528076
02/09/2019,1223.068776,1409.936519,1481.970132
03/09/2019,1224.41856,1406.864079,1484.29294
04/09/2019,1224.279174,1400.779109,1484.315983
05/09/2019,1219.263743,1402.952765,1482.620845
06/09/2019,1240.347273,1402.123148,1482.307528
07/09/2019,1252.827421,1419.909338,1498.033281
08/09/2019,1243.962555,1432.372052,1505.931665
09/09/2019,1239.550866,1426.253711,1499.665763
10/09/2019,1233.490592,1426.723261,1492.243828
11/09/2019,1240.351278,1423.912343,1487.239908
12/09/2019,1241.556059,1431.515528,1495.905823
13/09/2019,1240.641907,1435.500589,1497.700048
14/09/2019,1245.758033,1430.785146,1493.044002
15/09/2019,1251.635719,1430.332806,1500.233895
16/09/2019,1249.610983,1431.516163,1498.275305
17/09/2019,1252.533548,1436.614634,1498.505101
18/09/2019,1241.323845,1436.533841,1499.988466
19/09/2019,1253.659722,1430.181475,1491.067984
20/09/2019,1255.487172,1443.497908,1495.093862
21/09/2019,1245.679355,1446.46833,1498.509583
22/09/2019,1231.247883,1440.753886,1491.822919
23/09/2019,1231.212367,1429.997201,1481.333361
24/09/2019,1235.74485,1430.597642,1480.25996
25/09/2019,1234.617585,1437.438,1484.976131
26/09/2019,1231.952501,1439.349553,1480.170593
27/09/2019,1236.342431,1433.228275,1476.371189
28/09/2019,1234.154594,1435.372435,1475.309468
29/09/2019,1230.246842,1431.447119,1474.846992
30/09/2019,1225.477725,1429.112662,1470.325875
01/10/2019,1231.85105,1423.868105,1468.970265
02/10/2019,1245.374975,1429.887156,1475.258729
03/10/2019,1250.123895,1446.661004,1485.786122
04/10/2019,1245.262084,1447.617158,1490.569922
05/10/2019,1253.039546,1446.772477,1492.266903
06/10/2019,1261.975718,1452.890824,1496.897906
07/10/2019,1276.749057,1461.301826,1499.11246
08/10/2019,1276.169243,1470.674037,1505.258654
09/10/2019,1276.608333,1469.246518,1511.477631
10/10/2019,1264.804069,1471.20567,1513.704949
11/10/2019,1275.223269,1466.866452,1504.0045
12/10/2019,1288.337245,1479.040042,1512.359037
13/10/2019,1291.146008,1490.855893,1520.657317
14/10/2019,1285.170466,1497.90253,1526.095969
15/10/2019,1281.261612,1494.857958,1525.455949
16/10/2019,1296.063671,1488.536721,1513.516048
17/10/2019,1287.014661,1499.369794,1528.724715
18/10/2019,1289.16798,1498.986586,1525.989628
19/10/2019,1295.677072,1499.005314,1526.030815
20/10/2019,1297.149443,1498.093996,1526.207652
21/10/2019,1299.621157,1499.073675,1530.258026
22/10/2019,1321.323947,1496.582133,1533.370624
23/10/2019,1326.458398,1510.964402,1548.67799
24/10/2019,1331.19792,1514.843298,1553.460182
25/10/2019,1347.039627,1514.247418,1557.594021
26/10/2019,1350.602852,1526.424037,1567.992771
27/10/2019,1357.294041,1526.380198,1571.940951
28/10/2019,1368.036778,1534.747967,1577.809658
29/10/2019,1367.980128,1537.023626,1586.370463
30/10/2019,1364.906256,1534.698168,1581.814749
31/10/2019,1362.039096,1531.478315,1581.951655
01/11/2019,1351.663746,1528.40491,1577.620177
02/11/2019,1369.720013,1520.937358,1572.40769
03/11/2019,1384.237537,1531.726783,1584.614883
04/11/2019,1366.068561,1543.699858,1596.943899
05/11/2019,1354.743091,1529.381148,1589.55938
06/11/2019,1365.043726,1520.898397,1581.216051
07/11/2019,1363.294038,1534.578316,1590.261613
08/11/2019,1373.621276,1534.854734,1590.638396
09/11/2019,1373.724221,1548.633586,1595.643115
10/11/2019,1376.92779,1550.408667,1594.96598
11/11/2019,1361.352966,1549.311004,1600.162606
12/11/2019,1364.351129,1537.297299,1590.016751
13/11/2019,1383.274806,1544.153521,1588.339128
14/11/2019,1377.572477,1563.197,1603.053222
15/11/2019,1376.137247,1562.30838,1599.37709
16/11/2019,1376.531314,1565.713791,1597.887492
17/11/2019,1394.307153,1570.053245,1598.599033
18/11/2019,1390.408114,1586.777564,1612.642168
19/11/2019,1393.470857,1583.729881,1612.834172
20/11/2019,1400.077853,1584.572435,1613.174479
21/11/2019,1405.645592,1589.74317,1613.406764
22/11/2019,1401.220934,1597.202982,1619.776939
23/11/2019,1396.391031,1588.449101,1621.193285
24/11/2019,1394.172735,1584.985435,1613.055603
25/11/2019,1391.294781,1582.922091,1615.636366
26/11/2019,1388.215689,1581.33489,1613.218273
27/11/2019,1383.361804,1580.724844,1608.087932
28/11/2019,1373.276576,1579.056,1601.801408
29/11/2019,1364.353334,1576.734326,1596.367586
30/11/2019,1356.329578,1572.995041,1591.426628
01/12/2019,1355.637638,1570.673155,1585.470492
02/12/2019,1369.913614,1573.225176,1580.942375
03/12/2019,1363.75221,1587.265148,1593.952391
04/12/2019,1353.606565,1586.176761,1589.480215
05/12/2019,1332.048193,1576.541107,1582.633775
06/12/2019,1340.270579,1566.493393,1572.023443
07/12/2019,1335.523745,1567.990335,1576.581851
08/12/2019,1329.991678,1566.762476,1575.07398
09/12/2019,1319.163671,1565.515831,1573.418357
10/12/2019,1320.898361,1556.777694,1572.494114
11/12/2019,1320.017023,1556.578105,1571.243595
12/12/2019,1308.285297,1558.682337,1569.567819
13/12/2019,1310.922673,1560.897321,1559.799181
14/12/2019,1313.936549,1565.116151,1564.986418
15/12/2019,1308.497176,1562.338189,1559.766516
16/12/2019,1296.806009,1559.941333,1555.468031
17/12/2019,1290.545403,1552.065321,1552.317932
18/12/2019,1287.726758,1547.463948,1546.070488
19/12/2019,1302.452431,1542.574382,1547.383548
20/12/2019,1289.998597,1559.835966,1557.907138
21/12/2019,1280.743305,1555.585282,1549.07044
22/12/2019,1276.257826,1553.569386,1544.667534
23/12/2019,1286.585505,1554.137294,1542.331821
24/12/2019,1293.286732,1564.449934,1547.336582
25/12/2019,1298.54335,1571.136665,1552.576158
26/12/2019,1291.456502,1573.663631,1556.015375
27/12/2019,1287.997442,1570.156165,1546.366899
28/12/2019,1297.068003,1569.744562,1546.994675
29/12/2019,1274.4335,1573.996356,1557.168568
30/12/2019,1268.139152,1559.259299,1537.465878
31/12/2019,1270.838821,1552.554351,1531.238262
01/01/2020,1266.226028,1555.458057,1533.54134
02/01/2020,1257.375746,1548.965806,1537.172838
03/01/2020,1251.767387,1542.268652,1530.430616
04/01/2020,1269.388538,1539.897285,1526.012374
05/01/2020,1261.743161,1550.996719,1536.73268
06/01/2020,1258.160058,1547.907757,1531.253726
07/01/2020,1258.4198,1549.586622,1528.566527
08/01/2020,1242.303989,1540.896044,1531.092239
09/01/2020,1258.308442,1531.789374,1518.789609
10/01/2020,1263.859491,1541.444039,1525.899326
11/01/2020,1254.8095,1542.337741,1530.411652
12/01/2020,1250.017037,1538.347366,1526.715731
13/01/2020,1251.344721,1543.17494,1521.760594
14/01/2020,1256.440563,1545.198512,1522.855908
15/01/2020,1258.582484,1544.734934,1528.859116
16/01/2020,1262.856454,1547.095296,1533.945564
17/01/2020,1271.238931,1548.481623,1536.180325
18/01/2020,1282.119362,1556.224507,1537.063913
19/01/2020,1272.46297,1564.748706,1544.797725
20/01/2020,1264.548012,1558.580397,1535.909193
21/01/2020,1265.322551,1558.655348,1532.460007
22/01/2020,1275.391266,1561.09429,1535.579523
23/01/2020,1278.893556,1571.095641,1542.72865
