time,Rising Sun Aluminum,Fjordlight Aluminum,RhineMetal Aluminum
12/07/2018,1794.245679,1979.82753,1935.404544
13/07/2018,1789.340241,1980.221723,1935.561369
14/07/2018,1791.595716,1978.543965,1930.804474
15/07/2018,1791.349479,1978.86451,1928.673637
16/07/2018,1790.634787,1979.121492,1928.830621
17/07/2018,1793.849,1974.304499,1933.189944
18/07/2018,1792.282278,1976.408529,1933.962342
19/07/2018,1789.22863,1976.677936,1932.360708
20/07/2018,1784.848099,1971.361726,1927.558597
21/07/2018,1783.468131,1968.573867,1926.534546
22/07/2018,1778.635893,1969.476336,1925.265485
23/07/2018,1780.402627,1964.847701,1925.370639
24/07/2018,1777.654686,1964.815111,1926.074954
25/07/2018,1773.000214,1965.590305,1923.614941
26/07/2018,1774.642964,1961.769805,1919.479024
27/07/2018,1771.510754,1962.039085,1923.000953
28/07/2018,1771.848688,1957.7798,1921.316381
29/07/2018,1766.041995,1956.074427,1924.44641
30/07/2018,1765.12054,1955.571919,1920.502281
31/07/2018,1764.454439,1958.210156,1919.095107
01/08/2018,1761.493113,1958.982346,1918.459136
02/08/2018,1759.660501,1955.023414,1914.273744
03/08/2018,1758.919521,1950.184885,1911.794479
04/08/2018,1759.950063,1949.997695,1913.885452
05/08/2018,1760.089838,1955.192248,1915.01887
06/08/2018,1754.101167,1952.919265,1916.934339
07/08/2018,1752.180482,1947.123862,1911.841431
08/08/2018,1753.168701,1943.62613,1908.663016
09/08/2018,1754.243993,1944.193604,1908.867512
10/08/2018,1756.523466,1945.445671,1909.347045
11/08/2018,1750.218961,1949.648997,1909.313429
12/08/2018,1749.189514,1947.58279,1906.749589
13/08/2018,1747.620083,1946.116317,1909.750205
14/08/2018,1750.300541,1944.268519,1908.163506
15/08/2018,1751.34681,1946.604392,1909.646059
16/08/2018,1747.862923,1947.380247,1911.284147
17/08/2018,1748.793978,1942.917231,1906.831505
18/08/2018,1747.829877,1940.352017,1908.44923
19/08/2018,1745.904422,1943.291232,1906.093542
20/08/2018,1746.676054,1945.217294,1906.300901
21/08/2018,1746.622629,1946.249751,1907.440231
22/08/2018,1741.077723,1944.872066,1908.1281
23/08/2018,1739.449742,1941.701291,1906.19103
24/08/2018,1736.16006,1940.944337,1904.235407
25/08/2018,1733.865497,1939.451269,1902.689365
26/08/2018,1733.121513,1937.881469,1899.291784
27/08/2018,1733.841558,1938.18625,1895.613803
28/08/2018,1733.211953,1939.368986,1894.876258
29/08/2018,1729.509315,1939.119873,1894.740562
30/08/2018,1730.651968,1938.193497,1892.951097
31/08/2018,1730.154512,1935.100511,1890.933521
01/09/2018,1728.899248,1934.054818,1892.545384
02/09/2018,1730.015203,1934.528545,1890.407707
03/09/2018,1734.584484,1932.796914,1885.383522
04/09/2018,1737.596456,1935.698874,1888.376228
05/09/2018,1736.659262,1938.6005,1890.640658
06/09/2018,1731.295653,1935.829563,1888.274359
07/09/2018,1731.234158,1931.400663,1883.308539
08/09/2018,1734.763078,1932.093202,1885.845677
09/09/2018,1733.534403,1934.465741,1886.647239
10/09/2018,1738.14877,1931.126539,1884.18253
11/09/2018,1736.175343,1933.673475,1886.945493
12/09/2018,1735.671459,1931.692411,1889.161885
13/09/2018,1735.348848,1934.067507,1886.937629
14/09/2018,1729.916089,1933.874363,1885.58974
15/09/2018,1730.174743,1928.72614,1881.93812
16/09/2018,1727.206296,1929.998114,1882.637575
17/09/2018,1724.363845,1927.472053,1879.043139
18/09/2018,1720.325285,1926.968939,1875.716042
19/09/2018,1720.188777,1926.680843,1873.560381
20/09/2018,1720.1391,1926.400596,1871.720933
21/09/2018,1713.775761,1927.604883,1868.219781
22/09/2018,1713.473435,1924.378112,1864.679392
23/09/2018,1714.78157,1921.600745,1863.916143
24/09/2018,1716.600703,1923.716777,1864.233774
25/09/2018,1716.84826,1924.412549,1866.570093
26/09/2018,1719.712337,1924.751816,1865.040966
27/09/2018,1720.148469,1926.931731,1867.513696
28/09/2018,1718.276331,1927.705851,1867.100096
29/09/2018,1715.789358,1927.628742,1864.853886
30/09/2018,1712.770659,1922.472385,1861.446231
01/10/2018,1710.509699,1915.61728,1859.674337
02/10/2018,1712.322789,1914.724229,1859.835649
03/10/2018,1712.785309,1916.207546,1860.120815
04/10/2018,1714.417026,1918.08429,1863.203998
05/10/2018,1710.597262,1918.913349,1862.358932
06/10/2018,1706.763448,1917.307692,1858.483435
07/10/2018,1705.350181,1912.313782,1853.993188
08/10/2018,1700.017681,1912.089722,1853.28694
09/10/2018,1698.765557,1908.598929,1850.72068
10/10/2018,1697.273021,1905.032643,1850.902218
11/10/2018,1696.011261,1904.719942,1844.573908
12/10/2018,1693.014282,1900.526173,1844.354243
13/10/2018,1690.002477,1895.003718,1839.99536
14/10/2018,1687.018481,1893.987517,1832.985775
15/10/2018,1686.378875,1890.811163,1833.174628
16/10/2018,1683.596322,1891.700762,1832.428853
17/10/2018,1683.184886,1889.015219,1831.12231
18/10/2018,1680.591264,1887.742831,1830.911998
19/10/2018,1681.746349,1882.210004,1826.779543
20/10/2018,1679.792465,1883.853975,1824.583816
21/10/2018,1678.170379,1881.329614,1822.534418
22/10/2018,1674.369397,1880.92544,1820.840242
23/10/2018,1675.595587,1878.061976,1817.266913
24/10/2018,1676.349539,1880.542667,1818.986423
25/10/2018,1674.530695,1879.775085,1820.454468
26/10/2018,1671.685463,1877.810762,1819.417937
27/10/2018,1672.496216,1875.298621,1822.085001
28/10/2018,1674.597769,1877.391446,1820.534612
29/10/2018,1679.849994,1877.57261,1823.371441
30/10/2018,1683.190584,1877.050829,1823.422334
31/10/2018,1685.286577,1878.919721,1825.939577
01/11/2018,1687.326792,1878.884417,1824.29141
02/11/2018,1687.728279,1880.526809,1826.757583
03/11/2018,1686.110219,1881.670917,1827.749416
04/11/2018,1686.553744,1875.225212,1830.056751
05/11/2018,1683.645424,1870.867538,1829.790246
06/11/2018,1681.447784,1873.940195,1827.285435
07/11/2018,1681.507699,1871.702959,1830.106318
08/11/2018,1681.830599,1870.173348,1826.904253
09/11/2018,1679.472102,1867.497116,1830.577627
10/11/2018,1680.255473,1863.400034,1827.444225
11/11/2018,1680.688755,1863.845086,1828.892456
12/11/2018,1677.650375,1865.245181,1831.008065
13/11/2018,1674.240407,1864.343748,1824.978051
14/11/2018,1671.85747,1863.23842,1821.861879
15/11/2018,1670.620361,1861.773133,1814.506287
16/11/2018,1669.859265,1859.119066,1817.195895
17/11/2018,1671.494358,1857.579434,1815.058206
18/11/2018,1671.640457,1859.1475,1814.702568
19/11/2018,1669.148174,1858.398552,1809.842171
20/11/2018,1670.066908,1859.598641,1807.20934
21/11/2018,1662.34014,1855.729875,1807.217692
22/11/2018,1658.46477,1849.421339,1799.204027
23/11/2018,1660.42159,1845.188191,1796.285966
24/11/2018,1658.240444,1846.295938,1797.279816
25/11/2018,1657.897836,1840.733155,1797.981231
26/11/2018,1658.580646,1840.189106,1795.393498
27/11/2018,1657.782882,1840.251594,1792.589225
28/11/2018,1656.153663,1837.716479,1792.838697
29/11/2018,1656.192718,1837.923751,1789.617017
30/11/2018,1652.611111,1834.277842,1789.769555
01/12/2018,1656.108412,1831.680215,1783.869438
02/12/2018,1651.825193,1832.85214,1785.368225
03/12/2018,1650.335901,1833.075311,1780.137136
04/12/2018,1647.505566,1831.709517,1778.473019
05/12/2018,1651.128122,1831.323629,1777.818475
06/12/2018,1654.112016,1835.087923,1778.709404
07/12/2018,1648.452887,1838.628397,1781.110085
08/12/2018,1650.437876,1836.591232,1778.915385
09/12/2018,1650.795742,1836.829603,1783.275892
10/12/2018,1649.254777,1835.987604,1779.729789
11/12/2018,1646.870686,1834.695969,1779.141904
12/12/2018,1645.708669,1830.667405,1776.783965
13/12/2018,1645.100797,1827.705352,1773.89868
14/12/2018,1645.361116,1829.513364,1770.998013
15/12/2018,1647.429038,1830.309648,1772.773854
16/12/2018,1650.184383,1833.022888,1775.539926
17/12/2018,1652.560095,1833.304668,1778.769434
18/12/2018,1650.469989,1835.678482,1778.532263
19/12/2018,1647.864502,1838.813417,1778.11607
20/12/2018,1647.656132,1838.350212,1775.845066
21/12/2018,1646.25409,1837.184232,1775.000034
22/12/2018,1639.943182,1837.487128,1771.457785
23/12/2018,1639.898407,1831.253581,1770.266851
24/12/2018,1641.499763,1832.54313,1769.170269
25/12/2018,1638.525673,1836.98064,1770.053308
26/12/2018,1640.0359,1839.678777,1766.366831
27/12/2018,1637.894716,1839.323387,1766.930766
28/12/2018,1636.68585,1836.620884,1768.256856
29/12/2018,1633.735141,1835.648182,1766.518441
30/12/2018,1633.185868,1833.504639,1764.073899
31/12/2018,1633.194222,1835.372824,1762.648732
01/01/2019,1631.934916,1837.299528,1764.455231
02/01/2019,1635.964755,1837.317356,1769.961722
03/01/2019,1639.218699,1841.021786,1773.514058
04/01/2019,1638.049578,1844.606031,1774.589043
05/01/2019,1639.672934,1844.927369,1774.268956
06/01/2019,1638.361813,1848.272193,1776.460069
07/01/2019,1635.374876,1847.868781,1772.900908
08/01/2019,1637.568873,1849.304684,1771.225894
09/01/2019,1638.296101,1851.639906,1770.568613
10/01/2019,1643.797946,1849.699603,1771.632356
11/01/2019,1639.033947,1852.185848,1777.172814
12/01/2019,1641.293462,1848.587103,1769.73693
13/01/2019,1637.792938,1853.935515,1774.32722
14/01/2019,1636.121899,1848.820321,1772.393591
15/01/2019,1638.853388,1848.764627,1775.750772
16/01/2019,1640.016638,1853.515347,1779.781284
17/01/2019,1639.916598,1853.484591,1778.089139
18/01/2019,1639.821332,1857.445553,1779.772863
19/01/2019,1639.234215,1856.710092,1784.308468
20/01/2019,1636.862413,1858.281883,1785.988493
21/01/2019,1638.444267,1857.599515,1783.617681
22/01/2019,1639.408699,1857.757574,1783.033483
23/01/2019,1651.410348,1861.066955,1783.985091
24/01/2019,1650.568529,1873.866456,1788.073396
25/01/2019,1652.409291,1870.774893,1789.394226
26/01/2019,1651.046096,1873.257046,1790.996563
27/01/2019,1652.892932,1871.660109,1792.115177
28/01/2019,1654.168867,1873.007736,1791.843132
29/01/2019,1658.870427,1875.081527,1795.955291
30/01/2019,1659.946954,1882.642468,1800.273135
31/01/2019,1657.80948,1884.744862,1798.926266
01/02/2019,1656.139641,1881.420082,1799.483714
02/02/2019,1656.529527,1879.443812,1797.479087
03/02/2019,1657.875243,1880.008753,1798.003118
04/02/2019,1657.998225,1883.680751,1796.475689
05/02/2019,1654.845004,1883.297282,1796.35499
06/02/2019,1657.869474,1882.634571,1795.939359
07/02/2019,1660.073326,1882.780709,1797.352244
08/02/2019,1661.889981,1887.435524,1801.739913
09/02/2019,1659.484673,1890.907741,1805.106646
10/02/2019,1656.430764,1886.659281,1803.240904
11/02/2019,1652.815843,1885.546898,1798.737912
12/02/2019,1656.789129,1885.610146,1796.675949
13/02/2019,1662.658068,1888.894672,1798.101443
14/02/2019,1664.882644,1892.364545,1801.648805
15/02/2019,1664.901035,1891.71446,1805.555775
16/02/2019,1663.698142,1891.494093,1805.019986
17/02/2019,1662.973719,1889.551451,1802.556313
18/02/2019,1666.529605,1889.95334,1802.074529
19/02/2019,1667.596557,1890.17691,1801.583229
20/02/2019,1669.441163,1895.055767,1805.026632
21/02/2019,1670.206192,1895.7185,1805.325543
22/02/2019,1672.911373,1899.083813,1802.578111
23/02/2019,1676.371472,1904.706576,1805.417792
24/02/2019,1677.940937,1905.154524,1806.211901
25/02/2019,1677.13186,1906.539032,1808.061545
26/02/2019,1672.110635,1906.616401,1805.676093
27/02/2019,1675.262488,1905.010006,1801.795494
28/02/2019,1677.463502,1906.70405,1807.60913
01/03/2019,1676.947528,1908.653012,1810.359845
02/03/2019,1678.338825,1909.643624,1813.558552
03/03/2019,1679.933245,1909.9776,1811.437066
04/03/2019,1681.961041,1913.098895,1809.320756
05/03/2019,1678.033129,1915.600367,1814.242193
06/03/2019,1678.97996,1914.623559,1811.604744
07/03/2019,1679.3722,1914.46741,1813.032411
08/03/2019,1677.984549,1915.876999,1809.884795
09/03/2019,1683.438852,1914.943369,1811.179278
10/03/2019,1686.767773,1918.999323,1813.494786
11/03/2019,1692.724219,1921.900585,1818.571388
12/03/2019,1694.492022,1925.713108,1824.465197
13/03/2019,1692.723666,1928.00815,1825.003945
14/03/2019,1693.096848,1925.680578,1823.327984
15/03/2019,1694.619581,1925.048635,1824.321444
16/03/2019,1697.032965,1927.829085,1823.454083
17/03/2019,1697.769414,1927.015493,1827.965392
18/03/2019,1697.260884,1928.742871,1827.338466
19/03/2019,1699.966206,1927.872863,1831.502706
20/03/2019,1699.572942,1930.468855,1832.120926
21/03/2019,1701.994268,1929.779901,1833.801399
22/03/2019,1701.42429,1935.044231,1835.672076
23/03/2019,1708.391181,1933.361606,1835.600786
24/03/2019,1709.178394,1939.456512,1839.385817
25/03/2019,1707.544207,1942.448448,1843.15307
26/03/2019,1709.796607,1940.464094,1845.222145
27/03/2019,1710.603038,1944.539827,1847.484976
28/03/2019,1710.735306,1944.13394,1844.754792
29/03/2019,1710.040276,1943.974246,1846.415798
30/03/2019,1705.157596,1943.088285,1845.995941
31/03/2019,1704.843356,1942.610144,1844.352686
01/04/2019,1708.326612,1944.189572,1842.460361
02/04/2019,1714.151434,1949.561627,1841.577147
03/04/2019,1715.807551,1950.542547,1845.455024
04/04/2019,1716.378964,1951.923649,1850.304099
05/04/2019,1718.113883,1954.135208,1853.921171
06/04/2019,1720.942769,1954.852899,1853.990229
07/04/2019,1723.849648,1955.673411,1855.197297
08/04/2019,1727.081179,1959.422294,1861.628189
09/04/2019,1730.179748,1961.479132,1859.979162
10/04/2019,1731.785956,1963.362553,1866.439263
11/04/2019,1729.304286,1965.678309,1867.005763
12/04/2019,1727.319097,1966.92301,1865.194464
13/04/2019,1726.516858,1963.875228,1866.332002
14/04/2019,1728.917564,1964.490229,1863.448458
15/04/2019,1730.674677,1967.194883,1864.012715
16/04/2019,1731.292745,1967.145631,1864.577493
17/04/2019,1730.059898,1973.196347,1863.7695
18/04/2019,1731.522382,1973.57885,1862.235462
19/04/2019,1730.49017,1977.923619,1859.476275
20/04/2019,1733.181111,1977.779677,1860.309024
21/04/2019,1728.666671,1977.611273,1859.858496
22/04/2019,1732.295718,1973.848965,1857.081256
23/04/2019,1729.778695,1976.628547,1857.941636
24/04/2019,1733.774798,1978.510811,1857.637316
25/04/2019,1734.945399,1981.038128,1861.19022
26/04/2019,1739.431788,1983.676338,1858.462087
27/04/2019,1737.62,1988.566696,1862.952603
28/04/2019,1739.960194,1986.103565,1864.643241
29/04/2019,1741.220339,1988.95773,1868.504271
30/04/2019,1743.184126,1989.063677,1869.133611
01/05/2019,1742.584983,1992.487439,1869.836086
02/05/2019,1742.672822,1995.139475,1865.966368
03/05/2019,1741.839616,1994.963107,1864.514262
04/05/2019,1744.451452,1996.149756,1861.720376
05/05/2019,1744.130443,2000.723528,1862.066928
06/05/2019,1749.433227,2001.996522,1863.044789
07/05/2019,1751.049332,2006.434229,1870.721606
08/05/2019,1751.596649,2009.769787,1868.407962
09/05/2019,1747.881504,2010.494608,1869.229259
10/05/2019,1747.904308,2006.592668,1869.067752
11/05/2019,1749.361004,2007.64117,1868.835224
12/05/2019,1746.663072,2010.764343,1871.110484
13/05/2019,1748.832269,2008.893386,1871.056988
14/05/2019,1751.428105,2009.21526,1873.488645
15/05/2019,1752.194299,2009.93765,1874.511032
16/05/2019,1756.397011,2009.818917,1877.032545
17/05/2019,1759.557735,2013.229603,1882.571482
18/05/2019,1762.903196,2016.934637,1885.221271
19/05/2019,1763.847243,2018.833213,1891.286998
20/05/2019,1766.635142,2019.290397,1891.082128
21/05/2019,1766.774679,2022.210517,1891.83427
22/05/2019,1770.879923,2022.800052,1892.122091
23/05/2019,1773.429452,2027.842662,1892.792395
24/05/2019,1773.150844,2030.556885,1895.559304
25/05/2019,1775.041431,2033.199335,1893.05053
26/05/2019,1774.721478,2034.80909,1894.105772
27/05/2019,1776.736537,2036.115262,1891.406696
28/05/2019,1776.411465,2037.054653,1891.148135
29/05/2019,1774.281459,2033.831987,1890.709108
30/05/2019,1775.965504,2033.175624,1888.994764
31/05/2019,1780.852934,2034.465495,1889.842755
01/06/2019,1780.403007,2040.991159,1897.138411
02/06/2019,1776.527068,2038.79704,1893.684735
03/06/2019,1779.845211,2037.039806,1889.982478
04/06/2019,1776.867794,2037.62546,1892.468492
05/06/2019,1776.416889,2032.972784,1892.52737
06/06/2019,1778.339236,2032.307551,1888.847211
07/06/2019,1776.340261,2036.606911,1890.001486
08/06/2019,1775.08007,2037.976436,1891.31783
09/06/2019,1778.095497,2037.620818,1891.865189
10/06/2019,1783.298834,2038.034376,1896.966489
11/06/2019,1780.403171,2041.603252,1901.150772
12/06/2019,1782.643079,2038.164407,1900.330879
13/06/2019,1787.955511,2038.507765,1903.965676
14/06/2019,1791.142905,2044.8693,1904.134168
15/06/2019,1793.900774,2044.84784,1905.184275
16/06/2019,1794.093025,2047.07491,1910.004247
17/06/2019,1799.911475,2048.024896,1910.092642
18/06/2019,1800.16455,2052.690535,1912.770716
19/06/2019,1801.527711,2055.108069,1915.753996
20/06/2019,1805.355181,2055.840413,1917.493218
21/06/2019,1805.307471,2059.78515,1920.836496
22/06/2019,1806.920758,2063.008813,1925.05442
23/06/2019,1803.682976,2063.996388,1929.348555
24/06/2019,1801.462282,2066.399536,1927.745237
25/06/2019,1802.11896,2064.571318,1923.641804
26/06/2019,1800.28983,2062.614095,1926.004384
27/06/2019,1806.766246,2061.361551,1925.619233
28/06/2019,1809.195849,2068.069889,1927.923727
29/06/2019,1809.244705,2069.503436,1931.217269
30/06/2019,1814.618047,2069.547195,1933.42068
01/07/2019,1811.243038,2073.990239,1933.529332
02/07/2019,1804.856826,2067.77124,1932.197124
03/07/2019,1800.803235,2061.374896,1929.206091
04/07/2019,1795.924461,2059.952006,1928.250851
05/07/2019,1792.776123,2056.839168,1923.534286
06/07/2019,1795.398118,2050.633506,1919.670104
07/07/2019,1790.970786,2051.289387,1920.731387
08/07/2019,1790.795334,2046.477618,1915.915301
09/07/2019,1789.58209,2044.878677,1914.799429
10/07/2019,1783.848474,2046.175409,1918.036017
11/07/2019,1779.873257,2041.547245,1913.961458
12/07/2019,1777.895454,2035.761123,1913.485876
13/07/2019,1775.926819,2032.954644,1911.293805
14/07/2019,1775.221209,2030.511961,1909.005691
15/07/2019,1773.067047,2027.338857,1908.197026
16/07/2019,1771.131104,2023.226526,1909.258469
17/07/2019,1773.124381,2024.529247,1906.990782
18/07/2019,1774.978252,2021.802093,1910.070931
19/07/2019,1771.268835,2023.432796,1909.594674
20/07/2019,1764.958276,2016.644545,1904.541663
21/07/2019,1764.338706,2012.651892,1900.258284
22/07/2019,1765.606201,2016.777192,1900.745638
23/07/2019,1764.640377,2018.358501,1901.56057
24/07/2019,1760.767444,2017.725817,1898.622522
25/07/2019,1759.42746,2016.814755,1899.272513
26/07/2019,1753.763421,2015.232045,1895.50578
27/07/2019,1752.881143,2016.107477,1890.979088
28/07/2019,1745.021308,2020.042496,1886.218363
29/07/2019,1745.884292,2012.95092,1879.708792
30/07/2019,1742.654691,2011.230866,1879.853136
31/07/2019,1743.539743,2007.730719,1873.385397
01/08/2019,1737.122977,2007.091785,1873.196685
02/08/2019,1736.828821,2002.202842,1866.803346
03/08/2019,1738.594453,2005.470164,1862.140749
04/08/2019,1740.49438,2007.291442,1864.836935
05/08/2019,1742.816431,2011.985021,1867.433256
06/08/2019,1740.655372,2009.847055,1867.30367
07/08/2019,1738.882828,2009.288019,1866.918455
08/08/2019,1742.027691,2005.985432,1860.863454
09/08/2019,1740.681972,2010.138813,1860.014614
10/08/2019,1740.223256,2009.295734,1858.373201
11/08/2019,1739.793257,2010.448624,1856.798029
12/08/2019,1740.122873,2010.242019,1857.443304
13/08/2019,1739.921447,2010.116082,1860.778802
14/08/2019,1737.214224,2006.917471,1861.859609
15/08/2019,1736.118354,2006.646564,1861.189086
16/08/2019,1736.255464,2006.619694,1858.532546
17/08/2019,1734.555993,2006.538598,1858.262818
18/08/2019,1735.103181,2009.918969,1855.12839
19/08/2019,1735.644122,2013.842601,1854.086178
20/08/2019,1736.634638,2010.591996,1856.10555
21/08/2019,1733.430633,2009.494426,1856.073883
22/08/2019,1735.265099,2008.017647,1857.588168
23/08/2019,1738.212166,2007.857307,1860.656972
24/08/2019,1738.345326,2010.749387,1864.109791
25/08/2019,1738.194178,2010.823411,1866.899058
26/08/2019,1737.557435,2007.343226,1864.282351
27/08/2019,1737.000102,2006.543647,1860.731989
28/08/2019,1735.692589,2006.582291,1857.60328
29/08/2019,1739.132435,2006.281188,1863.297826
30/08/2019,1736.168462,2006.115819,1865.763419
31/08/2019,1735.178184,2003.46091,1866.452187
01/09/2019,1735.510189,2003.207341,1864.636614
02/09/2019,1735.068699,2004.266374,1862.825018
03/09/2019,1738.425853,2004.010466,1860.140502
04/09/2019,1738.424668,2005.793776,1861.657087
05/09/2019,1737.498913,2005.220318,1861.260251
06/09/2019,1736.014698,2003.413979,1859.211986
07/09/2019,1732.181828,2003.962324,1857.555638
08/09/2019,1737.265565,2001.336774,1855.42621
09/09/2019,1739.954237,2003.804542,1855.823108
10/09/2019,1731.941099,2006.582814,1860.971925
11/09/2019,1731.619911,1999.869044,1853.795255
12/09/2019,1727.665344,2002.035569,1849.637884
13/09/2019,1728.351857,2001.866926,1848.477126
14/09/2019,1726.624888,2001.297967,1849.172672
15/09/2019,1725.787358,1995.796216,1846.111007
16/09/2019,1725.701668,1992.296066,1846.87425
17/09/2019,1727.939872,1993.944702,1849.383587
18/09/2019,1725.908821,1990.500943,1852.936662
19/09/2019,1723.123685,1988.475244,1850.766257
20/09/2019,1722.454073,1984.639539,1848.67576
21/09/2019,1722.840415,1984.853283,1849.60855
22/09/2019,1722.810998,1981.565487,1850.746677
23/09/2019,1723.261649,1978.930043,1848.680637
24/09/2019,1720.465947,1978.700641,1851.069892
25/09/2019,1718.621618,1972.445952,1848.853245
26/09/2019,1716.075634,1973.544158,1849.97627
27/09/2019,1714.075798,1969.22021,1848.517819
28/09/2019,1712.439323,1970.078164,1849.378657
29/09/2019,1712.622727,1968.774811,1845.577583
30/09/2019,1705.966626,1969.163707,1842.781427
01/10/2019,1705.197187,1967.188137,1837.403229
02/10/2019,1704.305853,1966.150966,1835.415098
03/10/2019,1704.466268,1964.247308,1835.567482
04/10/2019,1704.92668,1966.695688,1836.647825
05/10/2019,1700.249866,1970.47488,1837.191356
06/10/2019,1698.80237,1966.150257,1837.190387
07/10/2019,1699.183484,1962.679894,1838.67592
08/10/2019,1699.079056,1961.660944,1840.387834
09/10/2019,1699.862419,1960.097894,1838.841659
10/10/2019,1696.528829,1962.353428,1838.589441
11/10/2019,1694.663234,1958.826969,1836.389485
12/10/2019,1689.437652,1956.335572,1833.649978
13/10/2019,1687.04986,1951.865486,1828.542054
14/10/2019,1693.714696,1946.361084,1825.181756
15/10/2019,1694.44642,1946.408886,1828.700134
16/10/2019,1694.826943,1949.144836,1828.43271
17/10/2019,1692.652937,1948.960026,1825.584936
18/10/2019,1690.652951,1949.049601,1826.370266
19/10/2019,1691.742321,1948.654157,1822.489073
20/10/2019,1689.876265,1947.348905,1820.440784
21/10/2019,1686.018431,1947.039522,1823.210964
22/10/2019,1678.231422,1943.685476,1819.222586
23/10/2019,1673.059074,1936.152902,1812.652096
24/10/2019,1671.486401,1930.740572,1806.199039
25/10/2019,1667.757284,1931.745718,1802.08725
26/10/2019,1665.860908,1929.097025,1798.7268
27/10/2019,1661.437121,1925.204959,1800.868494
28/10/2019,1662.641757,1920.842275,1793.942869
29/10/2019,1665.709966,1920.884893,1790.958042
30/10/2019,1660.402405,1924.067363,1794.660633
31/10/2019,1656.730973,1922.815169,1790.772501
01/11/2019,1654.306211,1920.546017,1786.662333
02/11/2019,1651.885239,1919.913458,1783.717217
03/11/2019,1649.753602,1917.64589,1778.860196
04/11/2019,1650.09488,1912.253027,1779.920417
05/11/2019,1647.660576,1914.33471,1777.39063
06/11/2019,1643.775067,1912.596772,1776.472046
07/11/2019,1641.617816,1910.207605,1773.360766
08/11/2019,1639.714196,1911.001515,1769.986851
09/11/2019,1640.735121,1905.589774,1765.475718
10/11/2019,1639.118252,1905.679851,1764.992795
11/11/2019,1641.655996,1904.026604,1762.162762
12/11/2019,1642.749503,1906.142611,1765.609203
13/11/2019,1645.891548,1905.005204,1764.908554
14/11/2019,1645.141057,1907.439337,1765.677792
15/11/2019,1640.655894,1907.917384,1765.269612
16/11/2019,1638.705688,1905.754365,1762.32268
17/11/2019,1637.4532,1909.22707,1760.337877
18/11/2019,1632.553006,1910.061358,1758.553004
19/11/2019,1629.588593,1906.274277,1755.15164
20/11/2019,1626.597835,1901.222645,1751.953293
21/11/2019,1627.996675,1897.245848,1751.914908
22/11/2019,1625.653292,1898.573609,1753.554716
23/11/2019,1622.927062,1897.411706,1749.552735
24/11/2019,1623.513042,1897.425406,1746.409507
25/11/2019,1625.43651,1899.900169,1743.768212
26/11/2019,1624.31825,1902.683393,1747.267808
27/11/2019,1620.23157,1903.976096,1749.446927
28/11/2019,1619.967263,1901.537708,1751.699536
29/11/2019,1618.374184,1904.89737,1749.782255
30/11/2019,1618.276334,1900.668817,1752.324433
01/12/2019,1622.28245,1898.920256,1749.385589
02/12/2019,1618.8213,1900.381635,1750.936257
03/12/2019,1620.254782,1898.487325,1745.901573
04/12/2019,1619.861031,1899.683215,1746.911017
05/12/2019,1619.608643,1897.277969,1749.393355
06/12/2019,1621.119847,1893.371365,1750.433528
07/12/2019,1621.935605,1893.741847,1748.603422
08/12/2019,1618.493017,1895.531608,1746.175955
09/12/2019,1613.300472,1893.930521,1742.589799
10/12/2019,1611.521689,1890.792521,1739.785079
11/12/2019,1610.721519,1891.261892,1737.208566
12/12/2019,1609.42958,1891.127317,1739.061911
13/12/2019,1610.555976,1887.842763,1735.230514
14/12/2019,1608.468894,1891.333623,1735.027313
15/12/2019,1604.021959,1890.366352,1731.413496
16/12/2019,1598.387908,1887.111644,1730.388908
17/12/2019,1597.860921,1883.674189,1725.60173
18/12/2019,1596.522775,1880.02751,1723.748447
19/12/2019,1596.644348,1877.726679,1720.289752
20/12/2019,1597.888515,1875.242616,1714.756347
21/12/2019,1595.937354,1874.087165,1712.598395
22/12/2019,1597.836009,1871.20831,1711.917264
23/12/2019,1599.57995,1873.008715,1716.505737
24/12/2019,1596.261435,1874.61238,1716.844512
25/12/2019,1590.181571,1871.807032,1711.14935
26/12/2019,1587.659792,1867.586217,1707.290127
27/12/2019,1588.692876,1865.667329,1707.065679
28/12/2019,1587.239257,1868.961148,1705.859068
29/12/2019,1587.752827,1869.181389,1704.658147
30/12/2019,1588.81713,1870.700128,1708.758799
31/12/2019,1587.342552,1874.584326,1709.60976
01/01/2020,1587.532134,1876.948335,1706.938774
02/01/2020,1590.325321,1876.528606,1707.731859
03/01/2020,1593.932424,1875.950524,1711.150819
04/01/2020,1594.330164,1881.108216,1713.229162
05/01/2020,1589.130895,1879.86917,1712.710968
06/01/2020,1592.03679,1877.311307,1710.657759
07/01/2020,1591.7379,1883.972945,1715.302311
08/01/2020,1590.084067,1883.681436,1716.177163
09/01/2020,1590.71239,1882.740772,1716.739108
10/01/2020,1591.274343,1881.295614,1717.650063
11/01/2020,1593.420333,1882.432444,1718.161382
12/01/2020,1597.570837,1884.312877,1719.959563
13/01/2020,1598.97605,1886.38192,1722.310234
14/01/2020,1598.130961,1888.958689,1726.150271
15/01/2020,1597.245816,1889.626642,1724.141508
16/01/2020,1601.086502,1889.374387,1725.729582
17/01/2020,1601.765005,1889.022295,1726.401893
18/01/2020,1605.43945,1888.651761,1727.890828
19/01/2020,1607.258725,1895.079217,1732.485598
20/01/2020,1610.457738,1897.052551,1732.531635
